緯度,経度,名称,住所,区,診療科,電話番号,診療時間,休診日等,URL
35.907225,139.626221,医療法人社団医凰会大宮皮膚科クリニック,埼玉県さいたま市大宮区大門町1-18 キムラヤビル5F,大宮区,皮膚科,(048)644-6616,11:00~14:00 15:30~20:00,,
35.90617,139.628171,医療法人社団今川皮膚科,埼玉県さいたま市大宮区仲町2-17 小島ビル3F,大宮区,皮膚科,(048)644-8668,10:00~18:00,水・日・祝,
35.9089,139.640103,堀の内整形外科内科クリニック,埼玉県さいたま市大宮区天沼町1-459-1 グランドメゾン大宮1階,大宮区,皮膚科,(048)645-8037,09:00~12:00 15:00~19:00,土午後 祝,
35.907056,139.645281,自治医科大学附属さいたま医療センター,埼玉県さいたま市大宮区天沼町1-847,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)647-2111,,日・祝,
35.905575,139.621538,医療法人社団七福会ホリィマームクリニックさいたま,埼玉県さいたま市大宮区桜木町1-1-12 NYビル7階,大宮区,皮膚科,(048)648-1121,09:00~12:00 13:00~18:00,日祝,
35.945726,139.615393,増田外科医院,埼玉県さいたま市北区宮原町4-39-5,北区,皮膚科,(048)651-1531,09:00~12:00 15:00~18:00,祝,
35.942019,139.613655,松沢医院,埼玉県さいたま市北区宮原町2-36-1,北区,皮膚科,(048)652-0002,09:00~18:30,水午後・土午後・日・祝,
35.939597,139.608619,宮原皮膚科,埼玉県さいたま市北区宮原町3-558 第5シマ企画ビル3階F号室,北区,皮膚科,(048)652-5201,09:30~13:00 15:00~18:30,水・土午後・日・祝,
35.944358,139.624373,本郷整形外科皮膚科,埼玉県さいたま市北区本郷町1096,北区,皮膚科,(048)652-6415,10:00~13:00 15:30~18:30,木午後・日・祝,
35.949722,139.639416,医療法人社団康佑会東大宮整形外科内科,埼玉県さいたま市見沼区東大宮4-20-7,見沼区,皮膚科,(048)653-4700,09:00~12:00 15:00~19:00,祝,
35.94845554,139.63980762,ステーションクリニック東大宮,埼玉県さいたま市見沼区東大宮4-1-2 1階,見沼区,皮膚科,(048)654-0038,10:00~14:00 16:00~20:00,火,
35.904701,139.623302,浜松町第一クリニック大宮院,埼玉県さいたま市大宮区桜木町1-3-3 スワンビル2階,大宮区,皮膚科,(048)657-3071,10:00~20:00,,
35.93275,139.60547,とやま内科皮フ科,埼玉県さいたま市北区日進町2-1750-3,北区,皮膚科,(048)661-3337,09:00~12:00 15:00~18:00,水午後 土午後 日 祝,
35.948219,139.639538,医療法人社団博翠会 みさわクリニック,埼玉県さいたま市見沼区東大宮4-2-2 ロマーナ伍番館1階,見沼区,皮膚科,(048)662-3305,09:00~12:30 15:00~18:00,水、日、祝、土午後,
35.932371,139.63132,医療法人社団勧修会松田内科クリニック,埼玉県さいたま市北区土呂町1-18-19 ソリストパレスII1階,北区,皮膚科,(048)662-3330,09:00~13:00 15:00~19:00,日・祝・水・土午後,
35.923961,139.608122,医療法人社団日進会にっしん皮膚科・形成外科,埼玉県さいたま市北区日進町2-925-1 KTDビル2階,北区,皮膚科,(048)662-6789,09:30~12:30 14:00~18:30,日・祝・水,
35.932819,139.619606,独立行政法人地域医療機能推進機構さいたま北部医療センター,埼玉県さいたま市北区宮原町1丁目851番地,北区,皮膚科・眼科・耳鼻咽喉科,(048)663-1671,08:30~11:30 13:00~16:30,土午後・日・祝,
35.92147,139.62461,里村医院,埼玉県さいたま市北区植竹町1-157,北区,皮膚科,(048)663-2158,09:00~13:00 16:00~18:00,第1、第3、第5の水・土午後・日・祝,
35.920784,139.621096,医療法人ヘブロン会大宮中央総合病院,埼玉県さいたま市北区東大成町1-227,北区,皮膚科・耳鼻咽喉科,(048)663-2501,09:00~18:30,日・祝,
35.929397,139.62102,柴田整形外科医院,埼玉県さいたま市北区植竹町1-765,北区,皮膚科,(048)663-4338,09:00~12:00 15:00~18:00,日・祝・木午後,
35.950041,139.637447,高田医院,埼玉県さいたま市見沼区東大宮4-31-4,見沼区,皮膚科,(048)663-6122,09:00~12:00 15:00~18:00,木・日・祝,
35.947637,139.613832,小野整形外科皮膚科,埼玉県さいたま市北区吉野町1-340-3,北区,皮膚科,(048)665-2900,09:00~12:30 15:00~18:30,土午後・日・祝,
35.92737,139.638139,医療法人社団協友会彩の国東大宮メディカルセンター,埼玉県さいたま市北区土呂町1522,北区,皮膚科・眼科・耳鼻咽喉科,(048)665-6111,09:00~17:30,土・日・祝,
35.918701,139.607939,医療法人木根淵会木根淵医院,埼玉県さいたま市北区櫛引町2-308,北区,皮膚科,(048)666-4775,09:00~12:00 15:00~17:30,木・土午後・日・祝,
35.958159,139.601508,さかはし医院,埼玉県さいたま市北区吉野町2-192-6,北区,皮膚科,(048)666-8811,09:00~12:30 15:00~18:30,木・日・祝,
35.923678,139.622449,おおなりクリニック,埼玉県さいたま市北区東大成町1-547-2,北区,皮膚科,(048)668-6177,09:00~12:00 15:00~19:00,日・祝,
35.937464,139.601664,医療法人三徳会マンモエクサス菅又クリニック,埼玉県さいたま市北区日進町3-430-1,北区,皮膚科,(048)669-1155,09:00~12:00 14:00~18:00,日・祝・木,
35.92851,139.606897,七夕通りクリニック,埼玉県さいたま市北区日進町2-853-2,北区,皮膚科,(048)669-8877,09:00~12:30 15:00~18:30,水・土午後・日・祝,
35.905892,139.616994,大宮ヒルズクリニック,埼玉県さいたま市大宮区桜木町4-203 イチロクビル1階,大宮区,皮膚科,(048)673-0000,09:00~12:30 14:30~17:00,水,
35.953959,139.665538,医療法人社団医凰会春野クリニック,埼玉県さいたま市見沼区深作3-40-5,見沼区,皮膚科,(048)680-1122,09:00~13:00 15:00~19:00,日・祝・土午後,
35.908728,139.65093,冨田クリニック,埼玉県さいたま市見沼区中川1023,見沼区,皮膚科,(048)680-2311,09:00~12:00 14:30~17:30,日PM・祝・第2・4水PM・木,
35.928787,139.643066,特別養護老人ホーム見沼緑水苑診療室,埼玉県さいたま市見沼区大和田町2-336,見沼区,皮膚科,(048)680-3711,13:00~15:00,火のみ開,
35.948989,139.645268,東整形外科,埼玉県さいたま市見沼区東大宮5-34-25,見沼区,皮膚科,(048)682-1010,09:00~12:00 15:00~18:00,日,
35.929042,139.648186,医療法人松本皮膚科形成外科医院,埼玉県さいたま市見沼区大和田町2-1284-2,見沼区,皮膚科,(048)683-5959,09:30~12:30 14:30~18:30,日・祝・木午後,
35.947772,139.641632,古谷医院,埼玉県さいたま市見沼区東大宮5-29-19,見沼区,皮膚科,(048)684-0103,09:00~12:30 15:00~19:00,木午後・日・祝,
35.939327,139.651707,川原医院,埼玉県さいたま市見沼区堀崎町1163-1,見沼区,皮膚科,(048)685-5525,09:00~12:00 15:00~18:00,木・日・祝,
35.952326,139.664605,医療法人森本医院,埼玉県さいたま市見沼区深作3-25-16,見沼区,皮膚科,(048)685-5922,09:00~13:00 15:00~19:00,日・祝・木,
35.926529,139.677768,医療法人徳洲会 さいたま記念病院,埼玉県さいたま市見沼区東宮下字西196番地,見沼区,皮膚科・眼科・耳鼻咽喉科,(048)686-3111,,,
35.904691,139.690971,大宮共立病院,埼玉県さいたま市見沼区片柳1550,見沼区,皮膚科,(048)686-7151,,日・祝,
35.908815,139.668973,まつざきファミリークリニック,埼玉県さいたま市見沼区大字東新井9-1,見沼区,皮膚科,(048)688-9191,09:00~13:00 15:00~18:30,水、土午後、日午後、祝午後,
35.842825,139.651701,医療法人社団銀杏会ちひろクリニック,埼玉県さいたま市南区白幡4-21-7 武蔵浦和医療ビル1階,南区,皮膚科,(048)710-6500,09:00~12:30 15:00~18:30,水午後・土午後・日・祝,
35.847972,139.671269,すまいる皮膚科,埼玉県さいたま市南区南浦和2-40-13 パークパレス1階,南区,皮膚科,(048)711-1882,10:00~18:00,日 祝,
35.86897,139.700721,医療法人社団優青会あおぞらクリニック埼玉,埼玉県さいたま市緑区東浦和4-26-17 サニーハイム201号室,緑区,皮膚科,(048)711-8218,09:00~12:00 13:00~18:00,土 日 祝,
35.9481973308501,139.637875756478,ファミリークリニック東大宮,埼玉県さいたま市見沼区東大宮4-12-1 第5千代本ビル 3階,見沼区,皮膚科,(048)729-7810,09:00~17:00,土日祝,
35.950458,139.693877,医療法人社団野口会野口皮膚科,埼玉県さいたま市岩槻区本町3-1-1 ワッツ西館2階,岩槻区,皮膚科,(048)749-6768,10:00~13:00 15:00~18:30,木・祝 日,
35.9455842711634,139.695682543178,丸山記念総合病院,埼玉県さいたま市岩槻区本町2-10-5,岩槻区,皮膚科・眼科・耳鼻咽喉科,(048)757-3511,08:30~17:00 00:00~00:00,水・祝・第1日曜日,
35.8470525847459,139.67043067097,共栄クリニック,埼玉県さいたま市南区南浦和2-38-6 草野ビル201号室,南区,皮膚科,(048)764-8001,09:00~12:00 14:00~18:00,土 日 祝,
35.875512,139.627822,医療法人黎明仁会ヒロクリニック,埼玉県さいたま市中央区鈴谷6-8-18,中央区,皮膚科,(048)764-8717,09:00~12:00 15:00~18:00,木、日、祝、月~土午前,
35.89945,139.72692,医療法人社団友暖会 ともクリニック,埼玉県さいたま市緑区美園3-10-13 DKK5ビル2階202,緑区,皮膚科,(048)767-8747,09:00~11:30 15:00~18:00,日 祝 土午後,
35.93152449,139.63310606,ひかりクリニック大宮,埼玉県さいたま市北区土呂町2-17-2 小泉ビル2階,北区,皮膚科,(048)778-7400,08:30~12:30 13:30~17:30,日祝,
35.9059204725144,139.62570449637,医療法人社団鉄結会埼玉の粉瘤・ほくろ・できもの・赤ら顔・ワキガ治療アイシークリニック大宮院,埼玉県さいたま市大宮区大門町1-60 福美メディカル2階B区画,大宮区,皮膚科,(048)779-8181,10:00~14:00 15:00~19:00,年末年始,
35.918768,139.615766,ひかりクリニック,埼玉県さいたま市大宮区大成町3-339-2 光ビル1階・2階,大宮区,皮膚科,(048)779-8191,08:30~12:30 13:30~17:30,,
35.899846,139.642156,すずひろクリニック,埼玉県さいたま市大宮区天沼町2-759,大宮区,皮膚科,(048)779-8575,08:45~12:30 14:00~18:00,木、日、祝,
35.89605,139.57819,こみねクリニック,埼玉県さいたま市西区二ツ宮397-1,西区,皮膚科,(048)782-4799,09:00~12:30 14:30~18:00,日・祝日,
35.904804,139.62796,医療法人社団白報会在宅クリニックドクターランド大宮,埼玉県さいたま市大宮区仲町2-60 仲町川鍋ビル2階,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)782-6231,09:00~17:00,土・日・祝,
35.953536,139.61201,わかたび皮ふ科,埼玉県さいたま市北区吉野町1-388-14,北区,皮膚科,(048)782-9872,09:00~12:30 15:00~18:30,木日祝,
35.900858,139.604813,三橋皮フ科クリニック,埼玉県さいたま市大宮区三橋2-897-3,大宮区,皮膚科,(048)783-2745,09:00~11:30 14:30~17:30,木日祝,
35.90637,139.62162,ヒロクリニック大宮駅前院,埼玉県さいたま市大宮区桜木町2-2-12 藤沢ビル2階,大宮区,皮膚科,(048)788-1537,10:00~13:00 14:20~18:00,火・水・祝(火水),
35.931633,139.627975,特別養護老人ホーム みちみち大宮診療所,埼玉県さいたま市北区植竹町2-69-7,北区,皮膚科,(048)788-2055,13:00~14:35,月、火、水、木、土、日、祝及び金午前,
35.90434788,139.62328787,医療法人社団CARNA EMMO FACE CLINIC,埼玉県さいたま市大宮区桜木町1-153-1 M.Y Heritage1階,大宮区,皮膚科,(048)788-2438,10:00~19:00,月、木,
35.8470525847459,139.67043067097,MSクリニック大宮,埼玉県さいたま市大宮区桜木町1-1-12 NYビル8階,大宮区,皮膚科,(048)788-5215,10:00~20:00,火水木金 祝,
35.977824,139.711771,医療法人社団医凰会 さいたま岩槻病院,埼玉県さいたま市岩槻区大字慈恩寺75,岩槻区,皮膚科,(048)793-2011,,,
35.8973525957303,139.73379477191,浦和美園クリニック,埼玉県さいたま市岩槻区美園東1-2-12,岩槻区,皮膚科,(048)793-4845,09:00~12:00 14:00~19:00,日 祝 土午後,
35.912024,139.589932,工藤クリニック,埼玉県さいたま市西区三橋6-160-4,西区,皮膚科,(048)793-7363,09:00~12:30 14:30~19:30,土午後 日祝,
35.964532,139.709597,岩槻中央病院,埼玉県さいたま市岩槻区東岩槻2-2-20,岩槻区,皮膚科,(048)794-1144,09:00~12:00 14:00~17:00,日・祝,
35.970199,139.698089,医療法人社団真誠会いわつき城北クリニック,埼玉県さいたま市岩槻区上野1-17-22,岩槻区,皮膚科,(048)795-2590,09:00~12:00 15:00~18:00,日・祝,
35.849339,139.692734,特別養護老人ホーム埼玉さくらんぼII番館医務室,埼玉県さいたま市南区大字太田窪3516-17,南区,皮膚科,(048)799-2960,12:10~12:50,月午後以外,
35.9082568779828,139.665096301291,たかざわ皮膚科,埼玉県さいたま市見沼区御蔵1518-1,見沼区,皮膚科,(048)812-8120,09:00~12:00 14:30~18:00,水・日・祝,
35.878699,139.666532,杉山整形外科,埼玉県さいたま市浦和区瀬ヶ崎3-16-1 2F,浦和区,皮膚科,(048)813-6262,09:00~12:00 14:30~17:30,日・祝・水・土午後,
35.849608,139.672238,あかぎ皮膚科クリニック,埼玉県さいたま市南区南浦和2-31-19 植木ビル3階,南区,皮膚科,(048)813-8211,10:00~13:00 15:00~18:30,木、日、祝,
35.8544295937241,139.657452719862,高梨医院,埼玉県さいたま市浦和区岸町4-18-19,浦和区,皮膚科,(048)822-2220,09:00~17:00 00:00~00:00,日・祝,
35.858421,139.652859,いとう医院,埼玉県さいたま市浦和区高砂2-10-11,浦和区,皮膚科,(048)822-9492,09:00~12:30 14:30~17:30,日・祭・木,
35.889719,139.64017,小泉皮フ科クリニック,埼玉県さいたま市浦和区上木崎2-7-13,浦和区,皮膚科,(048)823-4112,09:00~12:30 14:30~17:00,水・木・土午後・日・ 祭・火午後,
35.859987,139.653739,皮フ科さくらクリニック,埼玉県さいたま市浦和区仲町1-5-7 森寅ビル2階,浦和区,皮膚科,(048)824-0261,10:00~13:00 15:00~18:00,水・日・祝,
35.871555,139.643923,高野クリニック,埼玉県さいたま市浦和区常盤9-32-28 荘栄第一ビル2階,浦和区,皮膚科,(048)824-1296,09:30~12:30 15:00~19:00,日・木・祝,
35.872324,139.646706,五十嵐皮膚科医院,埼玉県さいたま市浦和区北浦和3-2-5 YK-18ビル3F,浦和区,皮膚科,(048)824-3350,14:00~19:00,日・祝・水,
35.883542,139.642315,阪医院,埼玉県さいたま市浦和区針ヶ谷3-11-13,浦和区,皮膚科,(048)825-1951,09:00~12:00 15:00~17:00,日・木・祝、 火・土の午後,
35.87356,139.64564,いいだ皮膚科,埼玉県さいたま市浦和区北浦和3-7-3 石井ビル1F,浦和区,皮膚科,(048)825-4112,09:00~12:00 14:30~18:00,木・土午後・日・祝,
35.84878,139.67216,ひかりクリニック浦和,埼玉県さいたま市南区南浦和2-41-4 つばさビル4階,南区,皮膚科,(048)829-7581,08:30~12:30 13:30~17:30,日祝,
35.86307,139.652798,髙田クリニック,埼玉県さいたま市浦和区常盤1-3-17,浦和区,皮膚科,(048)831-2023,09:00~12:30 15:00~18:00,日・祝,
35.884342,139.63366,澁谷診療所,埼玉県さいたま市中央区下落合3-4-5,中央区,皮膚科,(048)831-7706,09:00~12:00 16:00~19:00,日・祝,
35.88444,139.64801,わかば医院,埼玉県さいたま市浦和区上木崎4-11-20,浦和区,皮膚科,(048)831-9204,08:30~12:30 15:00~18:30,木・日・祝,
35.883329,139.641312,髙木皮膚科,埼玉県さいたま市浦和区針ヶ谷3-5-1,浦和区,皮膚科,(048)832-0550,09:00~13:00 18:00~21:00,水・日・祝,
35.883847,139.636235,川口クリニック,埼玉県さいたま市中央区下落合1067,中央区,皮膚科,(048)832-2511,10:00~12:30 14:00~17:30,日・祝,
35.872327,139.64342,独立行政法人地域医療機能推進機構埼玉メディカルセンター,埼玉県さいたま市浦和区北浦和4-9-3,浦和区,皮膚科・眼科・耳鼻咽喉科,(048)832-4951,,,
35.88594,139.64093,医療法人御生会塩野医院総合クリニック,埼玉県さいたま市浦和区上木崎2-14-2 鳳英ビル,浦和区,皮膚科・耳鼻咽喉科,(048)833-8513,09:00~11:30 15:30~17:30,日・祝,
35.855963,139.65845,パンジー皮膚科クリニック,埼玉県さいたま市浦和区岸町4-2-15 石内ビル3階,浦和区,皮膚科,(048)834-0007,09:00~13:30 14:30~16:30,木 日 祝日,
35.871958,139.642798,大嶋皮膚科クリニック,埼玉県さいたま市浦和区常盤9-33-17 グランスィート浦和常盤1階,浦和区,皮膚科,(048)835-5271,09:00~12:30 14:30~18:00,水、日、祝,
35.833626,139.639567,公平クリニック,埼玉県さいたま市南区内谷3-8-16,南区,皮膚科,(048)836-2177,09:00~12:30 15:00~18:45,日・祝,
35.843516,139.628751,山田皮フ科,埼玉県さいたま市桜区田島5-24-8 小田切ビル2階,桜区,皮膚科,(048)838-0590,09:00~13:00 15:00~19:00,祝・水,
35.847225,139.649346,ミューズシティクリニック,埼玉県さいたま市南区別所7-2-1-204,南区,皮膚科,(048)839-2233,09:30~13:00 15:00~19:00,木・日・祝,
35.862666,139.5981,松永皮フ科・内科,埼玉県さいたま市桜区下大久保1111-7,桜区,皮膚科,(048)840-3567,09:00~12:30 15:00~18:30,日・木・祝,
35.891855,139.631382,さいたま赤十字病院,埼玉県さいたま市中央区新都心1-5,中央区,皮膚科・眼科・耳鼻咽喉科,(048)852-1111,,,
35.879893,139.625597,医療法人島田医院,埼玉県さいたま市中央区本町東1-13-23,中央区,皮膚科,(048)852-4452,08:30~11:00 14:00~18:00,木 日 祝,
35.880717,139.623272,三村医院,埼玉県さいたま市中央区本町東2-7-9,中央区,皮膚科,(048)852-8701,09:00~12:00 15:00~18:00,日・祝,
35.884026,139.630135,臼田外科医院,埼玉県さいたま市中央区下落合6-16-11,中央区,皮膚科,(048)853-4728,09:00~12:00 15:00~18:00,木 日 祝 土PM,
35.873324,139.615549,医療法人聖仁会西部総合病院,埼玉県さいたま市桜区大字上大久保884,桜区,皮膚科・眼科,(048)854-1111,09:00~12:00 14:00~17:00,日・祝,
35.87461,139.60993,エムズ総合内科クリニック,埼玉県さいたま市桜区神田609-1,桜区,皮膚科,(048)855-5771,09:00~13:00 15:00~18:00,木日祝,
35.8993,139.622842,医療法人社団彩の風さいたま中央クリニック,埼玉県さいたま市中央区上落合8-3-32 ホームズさいたま中央店2階,中央区,皮膚科・耳鼻咽喉科,(048)858-0003,09:00~12:00 14:00~17:00,日・祝,
35.899651,139.623735,医療法人社団東西会東西医学ビルクリニック,埼玉県さいたま市中央区上落合8-2-12 さいたま新都心ビル3階A,中央区,皮膚科,(048)858-8380,09:30~12:00 14:00~17:30,月 祝 木午後,
35.853374,139.642963,清水医院,埼玉県さいたま市南区別所3-38-9,南区,皮膚科・耳鼻咽喉科,(048)861-1638,09:00~12:00 15:00~18:30,日・木・祝,
35.848688,139.625895,医療法人社団松弘会三愛病院,埼玉県さいたま市桜区田島4-35-17,桜区,皮膚科・眼科・耳鼻咽喉科,(048)866-1717,,,
35.84721,139.6493,医療法人仁愛会ミューズ皮膚科ペインクリニック,埼玉県さいたま市南区別所7-2-1-102,南区,皮膚科,(048)866-4112,09:30~13:00 15:00~18:30,木 日 祝,
35.850477,139.641971,若林医院,埼玉県さいたま市南区別所5-18-25,南区,皮膚科,(048)866-6861,08:30~12:00 15:00~17:00,木・日・祝・土曜午後,
35.843139,139.666158,大石医院,埼玉県さいたま市南区文蔵2-30-14,南区,皮膚科,(048)872-0014,09:00~12:00 15:00~18:00,日 祝 土午後 木,
35.89108,139.67778,さいたま市立病院,埼玉県さいたま市緑区三室2460,緑区,皮膚科・眼科・耳鼻咽喉科,(048)873-4111,,,
35.866543,139.700307,あきもと皮フ科クリニック,埼玉県さいたま市緑区東浦和4-11-18,緑区,皮膚科,(048)873-5664,09:00~12:00 14:30~18:30,木・日・祝,
35.870262,139.700949,医療法人社団弘象会東和病院,埼玉県さいたま市緑区東浦和7-6-1,緑区,皮膚科,(048)873-8621,09:00~12:00 14:00~18:00,日 祝,
35.867142,139.704082,医療法人舟田クリニック,埼玉県さいたま市緑区東浦和5-13-2,緑区,皮膚科,(048)875-2211,09:00~11:30 15:00~17:20,木・土午後・日・祝,
35.888098,139.676039,みどりクリニック,埼玉県さいたま市緑区三室2624-5 サン・イースト203,緑区,皮膚科,(048)875-5670,09:00~13:00 17:00~19:00,日 祝日,
35.883322,139.68865,内田皮フ科,埼玉県さいたま市緑区松木3-26-32 東浦和メディカルプラザ1階,緑区,皮膚科,(048)876-2210,09:00~12:00 00:00~00:00,水・土・日・祝,
35.96243,139.701196,はしもと皮膚科,埼玉県さいたま市岩槻区南辻字前20-1,岩槻区,皮膚科,(048)876-9009,09:00~12:00 14:30~18:00,水・土午後・日・祝,
35.899312,139.70579,みそのクリニック,埼玉県さいたま市緑区大字南部領辻2731-3 メープルハイツ中野202号室,緑区,皮膚科,(048)878-5855,18:00~21:00,日,
35.878699,139.666532,ファミリークリニック,埼玉県さいたま市浦和区瀬ヶ崎3-16-1 武笠ビル1F,浦和区,皮膚科,(048)881-7424,09:00~12:30 14:00~18:30,日・祝・水,
35.868339,139.671735,医療法人幸明会原田医院,埼玉県さいたま市緑区原山1-20-5,緑区,皮膚科,(048)882-8597,08:30~12:00 15:30~18:00,土(午後)・日・祝,
35.861679,139.672696,石井内科医院,埼玉県さいたま市南区太田窪2-17-12,南区,皮膚科,(048)882-9501,09:00~12:00 14:00~18:00,木・日・祝,
35.855349,139.661572,九里医院,埼玉県さいたま市浦和区東岸町2-15,浦和区,皮膚科,(048)882-9503,09:00~11:30 14:30~18:30,日・祝,
35.860049,139.660611,鹿田皮膚科クリニック,埼玉県さいたま市浦和区東仲町30-20 1階,浦和区,皮膚科,(048)883-8822,09:00~12:30 15:00~18:30,木・日・祝,
35.874311,139.67567,岩間こどもクリニック,埼玉県さいたま市緑区原山3-17-13,緑区,小児科・皮膚科,(048)884-7711,09:00~12:00 15:00~18:30,日・水・祝 土曜午後休診,
35.871052,139.650417,向井医院,埼玉県さいたま市浦和区元町1-7-9,浦和区,皮膚科,(048)886-8093,08:30~12:00 16:30~19:00,月・水・金・土午後・日・祝,
35.872883,139.656494,徳橋医院,埼玉県さいたま市浦和区元町2-32-18,浦和区,皮膚科,(048)886-9352,09:00~12:00 14:30~18:00,日・祝,
