緯度,経度,名称,住所,区,カテゴリ,対象学年,費用目安
35.916344,139.572159,ITTO個別指導学院 指扇校,埼玉県さいたま市西区指扇2820-1,西区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.921463,139.623245,ITTO個別指導学院 東大成校,埼玉県さいたま市北区東大成町1-589-1,北区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.944939,139.628403,ITTO個別指導学院 本郷校,埼玉県さいたま市北区本郷町1175-4,北区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.91795,139.646027,ITTO個別指導学院 大和田駅前校,埼玉県さいたま市見沼区大和田町1-205,見沼区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.953911,139.666351,ITTO個別指導学院 アーバンみらい校,埼玉県さいたま市見沼区深作3-39-1,見沼区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.95647,139.596161,ITTO個別指導学院 大宮別所校,埼玉県さいたま市北区別所町5,北区,個別指導,小学生/中学生/高校生,月約1万〜3万円
35.945286,139.610947,ナビ個別指導学院 宮原校,埼玉県さいたま市北区宮原町4-19-8 アイランドビレッジ1F,北区,個別指導,小学生/中学生/高校生,月約1万〜2.5万円
35.920513,139.564865,ナビ個別指導学院 指扇校,埼玉県さいたま市西区宝来2224-3 コンフォート都1F,西区,個別指導,小学生/中学生/高校生,月約1万〜2.5万円
35.949982,139.697235,ナビ個別指導学院 岩槻校,埼玉県さいたま市岩槻区本町4-2-11 田中ビル1F,岩槻区,個別指導,小学生/中学生/高校生,月約1万〜2.5万円
35.928394,139.607574,個別指導Axis 日進校,埼玉県さいたま市北区日進町2-851-1 神山ビル1F,北区,個別指導,小学生/中学生/高校生,月約1.5万〜3万円
35.859951,139.621735,個別指導Axis 中浦和校,埼玉県さいたま市桜区町谷1-17-11,桜区,個別指導,小学生/中学生/高校生,月約1.5万〜3万円
35.85392,139.637833,個別指導Axis 中浦和駅前校,埼玉県さいたま市南区鹿手袋1-3-10,南区,個別指導,小学生/中学生/高校生,月約1.5万〜3万円
35.883327,139.739258,個別指導Axis 東大門校,埼玉県さいたま市緑区東大門2-22-8 ラフィネ大門1F,緑区,個別指導,小学生/中学生/高校生,月約1.5万〜3万円
