緯度,経度,名称,住所,区,診療科,電話番号,診療時間,休診日等,URL
35.907722,139.625746,医療法人社団彩虹会あさひクリニック,埼玉県さいたま市大宮区宮町1-60 大宮ラクーン4階404区画,大宮区,眼科,(048)645-0051,10:30~13:00 14:00~18:30,水 金,
35.907056,139.645281,自治医科大学附属さいたま医療センター,埼玉県さいたま市大宮区天沼町1-847,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)647-2111,,日・祝,
35.905206,139.620169,高田コンタクトクリニック,埼玉県さいたま市大宮区桜木町1-7-5 ソニックシティビル4F,大宮区,眼科,(048)647-4110,00:00~00:00 14:00~16:00,月火水木金土午前日祝,
35.907369634172,139.627302151694,大宮かどまち眼科,埼玉県さいたま市大宮区大門町2-118 大宮門街WEST3階,大宮区,眼科,(048)649-1231,10:30~12:45 14:00~19:00,,
35.931832,139.608,医療法人社団光輝会大原眼科,埼玉県さいたま市北区日進町2-753-2,北区,眼科,(048)652-0660,09:00~12:30 14:30~18:30,祝・木,
35.948869,139.637166,おかだ眼科クリニック,埼玉県さいたま市見沼区東大宮4-12-7 セシオビル1階,見沼区,眼科,(048)653-3400,08:30~12:30 15:00~18:00,日・木・祝,
35.906647,139.621855,本田眼科,埼玉県さいたま市大宮区桜木町2-3 大宮マルイ5階,大宮区,眼科,(048)657-8150,10:30~13:30 15:00~19:00,水・祝,
35.931483,139.630898,医療法人社団法樹会松田眼科クリニック,埼玉県さいたま市北区土呂町1-12-2 イントロビル2F,北区,眼科,(048)660-3773,09:00~12:30 15:00~19:00,火・日・祝・土午後,
35.939595,139.608585,なのはな眼科,埼玉県さいたま市北区宮原町3-558 第5シマ企画ビル3階D号室,北区,眼科,(048)662-1100,09:00~12:00 15:00~17:00,木・日・祝,
35.932819,139.619606,独立行政法人地域医療機能推進機構さいたま北部医療センター,埼玉県さいたま市北区宮原町1丁目851番地,北区,皮膚科・眼科・耳鼻咽喉科,(048)663-1671,08:30~11:30 13:00~16:30,土午後・日・祝,
35.941341,139.609919,宮原眼科医院,埼玉県さいたま市北区宮原町3-400-1,北区,眼科,(048)665-0001,09:30~12:30 14:30~17:30,日・祝・水,
35.92737,139.638139,医療法人社団協友会彩の国東大宮メディカルセンター,埼玉県さいたま市北区土呂町1522,北区,皮膚科・眼科・耳鼻咽喉科,(048)665-6111,09:00~17:30,土・日・祝,
35.907794,139.600378,医療法人圭敏会大宮眼科医院,埼玉県さいたま市大宮区三橋1-776 大宮MDビル1階,大宮区,眼科,(048)668-6777,09:00~12:00,第1・第3・第5土・日・祝,
35.916559,139.564962,指扇駅前はやし眼科クリニック,埼玉県さいたま市西区宝来1722-3,西区,眼科,(048)673-0020,09:00~12:00 15:00~19:00,日・祝,
35.91223908,139.65719907,くらかず眼科,埼玉県さいたま市見沼区南中丸680,見沼区,眼科,(048)681-0101,09:00~12:00 15:00~18:00,木 土午後 日祝,
35.926529,139.677768,医療法人徳洲会 さいたま記念病院,埼玉県さいたま市見沼区東宮下字西196番地,見沼区,皮膚科・眼科・耳鼻咽喉科,(048)686-3111,,,
35.911481,139.655033,伊藤医院,埼玉県さいたま市見沼区南中野626-11,見沼区,眼科,(048)686-5588,08:30~12:00,月~金午後・水・日・祝,
35.937725,139.66795,大宮七里眼科,埼玉県さいたま市見沼区風渡野1-1-1,見沼区,眼科,(048)686-7000,08:30~12:00 14:00~17:00,木、日、祝,
35.953069,139.647407,のいり眼科クリニック,埼玉県さいたま市見沼区東大宮6-9-1,見沼区,眼科,(048)688-7575,09:00~12:30 15:00~18:00,,
35.926793,139.650413,石井眼科クリニック,埼玉県さいたま市見沼区大和田町1-1295,見沼区,眼科,(048)689-0222,09:00~12:00 14:30~17:30,木・日・祝,
35.87165,139.648923,小島眼科医院,埼玉県さいたま市浦和区元町2-9-5,浦和区,眼科,(048)711-2701,09:00~12:00 14:00~17:00,火・土・日・祝,
35.85963734,139.65475035,かつむらアイプラストクリニック,埼玉県さいたま市浦和区仲町1-3-5 モリックスビル4F・5F,浦和区,眼科,(048)711-6090,09:00~12:00 13:30~17:30,水(変則休診)日祝,
35.847389,139.667419,はる眼科クリニック,埼玉県さいたま市南区南本町2-12-3 南浦和メディカルセンター2階,南区,眼科,(048)711-9771,08:45~13:00 14:45~17:00,水 土午後 日 祝,
35.84307,139.66957,とびた眼科,埼玉県さいたま市南区文蔵2-5-19 太田ビル102号室,南区,眼科,(048)714-0255,09:00~12:00 15:00~18:30,土午後、日、祝,
35.93267646,139.62181245,あさい眼科,埼玉県さいたま市北区宮原町1-854-1 ステラタウン3F,北区,眼科,(048)729-4050,11:00~13:30 14:30~19:00,金,
35.8449347608562,139.645916068679,日暮里眼科クリニック武蔵浦和院,埼玉県さいたま市南区沼影1-8-18 4階,南区,眼科,(048)749-1035,10:00~13:00 14:30~18:30,年末年始,
35.8879747382697,139.634847596968,さいたま新都心眼科,埼玉県さいたま市浦和区上木崎1-13-1 ビバモールさいたま新都心3階,浦和区,眼科,(048)755-9176,10:00~13:30 15:00~19:00,水,
35.9455842711634,139.695682543178,丸山記念総合病院,埼玉県さいたま市岩槻区本町2-10-5,岩槻区,皮膚科・眼科・耳鼻咽喉科,(048)757-3511,08:30~17:00 00:00~00:00,水・祝・第1日曜日,
35.85164,139.67418,森永眼科クリニック,埼玉県さいたま市南区南浦和2-12-18 松永ビル3F,南区,眼科,(048)762-6152,09:00~12:30 14:30~18:00,木 日 祝 月午後,
35.8600645289457,139.655903817489,浦和アイみらいクリニック,埼玉県さいたま市浦和区仲町1-1-10 ウイング浦和ビル4階,浦和区,眼科,(048)767-6007,10:30~13:30 15:00~18:00,水 木 日 祝,
35.94959,139.69253,やながわ眼科,埼玉県さいたま市岩槻区本町1-1-2 岩槻駅前ビル2階、3階,岩槻区,眼科,(048)767-7007,09:00~12:30 14:30~17:30,日・祝・土午後・,
35.8717511635409,139.645210196959,北浦和眼科,埼玉県さいたま市浦和区北浦和4-3-1 かとれあビル1・2階,浦和区,眼科,(048)767-7838,09:00~13:30 15:00~18:30,月・祝,
35.936395,139.618882,しもかわ眼科クリニック,埼玉県さいたま市北区宮原町1-435,北区,眼科,(048)778-7703,09:00~12:00 15:00~18:00,木・土午後  日 祝,
35.904804,139.62796,医療法人社団白報会在宅クリニックドクターランド大宮,埼玉県さいたま市大宮区仲町2-60 仲町川鍋ビル2階,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)782-6231,09:00~17:00,土・日・祝,
35.909734,139.635115,さいき眼科,埼玉県さいたま市大宮区堀の内町1-330 ハートフル大宮ビル2階202号室,大宮区,眼科,(048)783-5815,09:00~12:30 14:30~18:00,木 日 祝  土(午後),
35.904187,139.62326,医療法人大宮はまだ眼科西口分院,埼玉県さいたま市大宮区桜木町1-169-1,大宮区,眼科,(048)788-1204,09:30~18:00 00:00~00:00,日祝,
35.92222,139.61338,医療法人心 むらのひがしクリニック,埼玉県さいたま市北区大成町4-318-3,北区,眼科,(048)788-1781,08:30~12:00 14:30~17:00,木 日 祝 土午後,
35.9060504,139.62374336,大宮いけだ眼科,埼玉県さいたま市大宮区錦町630 ルミネ大宮店ルミネ2 4階,大宮区,眼科,(048)788-2425,10:00~13:30 15:00~19:00,水,
35.880256,139.625461,さいとう眼科クリニック,埼玉県さいたま市中央区本町東1-13-20,中央区,眼科,(048)789-6987,09:30~13:00 15:00~19:00,水・日・祝,
35.871597,139.642227,かわさき眼科,埼玉県さいたま市浦和区常盤9-32-15 今井ビル2階,浦和区,眼科,(048)789-7500,09:00~13:00 14:30~18:00,火、金午後、日、祝,
35.89084,139.73152,美園眼科,埼玉県さいたま市緑区美園5-50-1 イオンモール浦和美園1階,緑区,眼科,(048)789-7717,10:30~13:30 15:00~19:00,,
35.965497,139.696646,医療法人社団豊栄会岩槻いまい眼科,埼玉県さいたま市岩槻区岩槻502番地,岩槻区,眼科,(048)790-5656,09:00~12:30 15:00~18:00,土PM 日 祝,
35.925013,139.594704,さいたま新開橋クリニック,埼玉県さいたま市西区宮前町408-1,西区,眼科,(048)795-4760,09:00~12:30 15:00~18:00,土午後・日・祝,
35.928709076894,139.663585743985,大宮みぬま眼科,埼玉県さいたま市見沼区蓮沼1436,見沼区,眼科,(048)796-8846,10:00~13:30 14:30~18:30,年末年始,
35.887771,139.735504,ほしあい眼科,埼玉県さいたま市緑区美園6-9-10,緑区,眼科,(048)812-2088,09:00~12:00 15:00~18:00,日祝,
35.859673,139.655795,若山医院眼科耳鼻咽喉科,埼玉県さいたま市浦和区仲町1-1-6,浦和区,眼科・耳鼻咽喉科,(048)822-2250,09:00~12:30 15:00~18:30,水・土午後・日・祝,
35.856506,139.655398,中島眼科医院,埼玉県さいたま市浦和区岸町4-26-1-113,浦和区,眼科,(048)822-2547,08:30~11:00 14:00~17:00,日・祝,
35.854518,139.651568,三田眼科医院,埼玉県さいたま市浦和区岸町7-9-14,浦和区,眼科,(048)822-4814,09:30~12:30 15:30~17:30,水、日、祝日,
35.85879,139.655036,浦和駅前眼科診療所,埼玉県さいたま市浦和区高砂1-13-2 ヤママンビル2F,浦和区,眼科,(048)822-6662,15:30~18:30,火木金祝,
35.886428,139.639476,しぶや眼科クリニック,埼玉県さいたま市浦和区上木崎2-3-2 上木崎メディカルビル1階,浦和区,眼科,(048)822-7000,09:00~12:30 15:30~18:30,日・祝,
35.884162,139.637759,スカイ眼科大宮クリニック,埼玉県さいたま市中央区下落合1050-2 2階,中央区,眼科,(048)823-3388,09:15~12:30 15:45~19:00,木・日・祝,
35.855182,139.654403,とよだ眼科クリニック,埼玉県さいたま市浦和区岸町7-1-10,浦和区,眼科,(048)823-5800,09:30~13:00 15:30~18:30,木 日 祝  土(午後),
35.889719,139.64017,吉井眼科クリニック,埼玉県さいたま市浦和区上木崎2-7-13 メディカルモール新都心3階,浦和区,眼科,(048)829-7910,09:00~13:00 15:00~18:30,水・祝,
35.870647,139.641048,こんの眼科,埼玉県さいたま市浦和区常盤10-7-11,浦和区,眼科,(048)830-0533,09:00~12:00 14:30~17:30,日・祝・土(午後),
35.873324,139.645267,坂井眼科,埼玉県さいたま市浦和区北浦和3-8-10,浦和区,眼科,(048)831-8819,09:30~12:30 15:00~19:00,日・木・祝,
35.882631,139.635001,宗田医院,埼玉県さいたま市中央区下落合2-13-6,中央区,眼科,(048)832-4357,09:00~12:00 16:00~18:00,日・祝,
35.872327,139.64342,独立行政法人地域医療機能推進機構埼玉メディカルセンター,埼玉県さいたま市浦和区北浦和4-9-3,浦和区,皮膚科・眼科・耳鼻咽喉科,(048)832-4951,,,
35.844045,139.647029,武蔵浦和眼科クリニック,埼玉県さいたま市南区沼影1-10-1 ラムザタワ-2F,南区,眼科,(048)836-5533,10:00~13:00 14:30~18:30,,
35.836826,139.638122,あしかわ眼科,埼玉県さいたま市南区曲本3-6-2,南区,眼科,(048)838-5000,09:00~12:00 14:30~18:00,水・土午後・日・祝,
35.855562,139.626986,中浦和眼科医院,埼玉県さいたま市桜区西堀5-3-40,桜区,眼科,(048)838-8815,09:30~13:00 15:00~18:00,日,
35.844241,139.628762,医療法人社団博風会米山眼科,埼玉県さいたま市桜区田島5-22-23,桜区,眼科,(048)839-7707,09:00~12:00 15:00~19:00,日・祝,
35.847225,139.649346,ファーストタワー眼科,埼玉県さいたま市南区別所7-2-1 MUSE CITYザ・ファーストタワー武蔵浦和メディカルセンター101B,南区,眼科,(048)844-8588,09:00~12:45 14:00~17:00,日 祝,
35.891855,139.631382,さいたま赤十字病院,埼玉県さいたま市中央区新都心1-5,中央区,皮膚科・眼科・耳鼻咽喉科,(048)852-1111,,,
35.885609,139.628585,柳垣眼科医院,埼玉県さいたま市中央区下落合5-14-25,中央区,眼科,(048)852-3307,09:00~11:30 15:00~18:00,日・祝・土午後,
35.873324,139.615549,医療法人聖仁会西部総合病院,埼玉県さいたま市桜区大字上大久保884,桜区,皮膚科・眼科,(048)854-1111,09:00~12:00 14:00~17:00,日・祝,
35.890702,139.619186,にいづま眼科クリニック,埼玉県さいたま市中央区本町東6-1-3,中央区,眼科,(048)856-3355,09:00~12:00 14:00~17:00,火午後・木・土午後・日・祝,
35.891383,139.61463,医療法人社団ブルー&ブルー会けやき眼科,埼玉県さいたま市中央区本町西5-2-9 3階,中央区,眼科,(048)858-8024,10:00~13:00 15:00~19:00,水,
35.869735,139.628936,南与野たにかわ眼科,埼玉県さいたま市中央区鈴谷2-633,中央区,眼科,(048)859-8080,09:00~12:30 15:00~18:30,日・祝,
35.841428,139.660267,田辺医院,埼玉県さいたま市南区根岸4-5-11,南区,小児科・眼科,(048)861-3292,09:00~12:00 15:00~17:00,日・水・祝,
35.858057,139.638855,小川医院,埼玉県さいたま市中央区大戸1-9-2,中央区,眼科,(048)861-4230,09:00~12:00 16:00~18:00,日・土・祝,
35.844342,139.655768,医療法人秋葉病院,埼玉県さいたま市南区根岸5-13-10,南区,眼科,(048)864-0066,,,
35.842825,139.651701,いしい眼科,埼玉県さいたま市南区白幡4-21-7 武蔵浦和医療ビル3F,南区,眼科,(048)865-0058,09:00~12:30 15:00~18:30,日 祝,
35.848688,139.625895,医療法人社団松弘会三愛病院,埼玉県さいたま市桜区田島4-35-17,桜区,皮膚科・眼科・耳鼻咽喉科,(048)866-1717,,,
35.944158,139.6245,本郷眼科,埼玉県さいたま市北区本郷町1100-2,北区,眼科,(048)871-7817,09:00~12:00 14:00~17:00,木日祝,
35.904817,139.621107,医療法人社団済安堂 大宮・井上眼科クリニック,埼玉県さいたま市大宮区桜木町1-8-1 ベルヴュオフィス大宮3階,大宮区,眼科,(048)871-9711,09:00~12:00 13:30~17:00,日・祝日,
35.89108,139.67778,さいたま市立病院,埼玉県さいたま市緑区三室2460,緑区,皮膚科・眼科・耳鼻咽喉科,(048)873-4111,,,
35.865601,139.7050875,福寿眼科クリニック,埼玉県さいたま市緑区東浦和5-10-10 STビル101,緑区,眼科,(048)874-8555,09:00~12:00 14:00~18:00,土午後 日 祝 火,
35.85966,139.689389,浦和中央眼科,埼玉県さいたま市南区大谷口2492,南区,眼科,(048)875-3555,09:00~12:00 15:00~18:30,火PM 土PM 日PM,
35.863673,139.705093,大牧眼科診療所,埼玉県さいたま市緑区東浦和1-14-5,緑区,眼科,(048)875-5925,14:00~16:00,月~土,
35.883318,139.688649,医療法人社団光洋会加賀眼科クリニック,埼玉県さいたま市緑区松木3-26-31 東浦和メディカルプラザ3F-A,緑区,眼科,(048)876-1171,09:00~12:30 15:00~18:30,日・祝・金,
35.85986,139.660905,医療法人社団由莉会岩下眼科,埼玉県さいたま市浦和区東高砂町23-10,浦和区,眼科,(048)881-1103,09:00~12:00 15:00~18:00,日祝,
35.84685,139.673044,医療法人牧野医院,埼玉県さいたま市南区南浦和3-3-12,南区,眼科,(048)882-3415,09:00~13:00 16:00~18:00,日・祝・木,
35.856535,139.659894,滝本眼科医院,埼玉県さいたま市浦和区東高砂町6-19,浦和区,眼科,(048)882-6769,09:00~12:00 14:30~18:00,日・祝,
35.86292,139.657525,大竹眼科医院,埼玉県さいたま市浦和区本太2-3-31,浦和区,眼科,(048)882-7885,09:00~12:00 15:00~18:00,火土午後 木 日 祝,
35.8736604767433,139.676008647409,浦和キラリ眼科,埼玉県さいたま市緑区原山3-17-22-3,緑区,眼科,(048)884-1313,09:00~12:00 14:00~17:00,日(第2、4、5)、祝,
35.878838,139.663929,たかしまアイクリニック,埼玉県さいたま市浦和区瀬ヶ崎3-1-25,浦和区,眼科,(048)885-4146,09:00~12:30 14:50~18:00,金 日 祝,
35.85,139.67394,よしはら眼科,埼玉県さいたま市南区南浦和3-14-17,南区,眼科,(048)885-5333,09:00~12:00 14:30~17:30,木、土(午後)、日祝,
35.863315,139.672918,川久保眼科,埼玉県さいたま市緑区太田窪3-8-3,緑区,眼科,(048)885-5422,09:00~12:00 14:00~18:00,日・祭,
