緯度,経度,名称,住所,区,診療科,電話番号,診療時間,休診日等,URL
35.92253,139.562423,指扇療養病院,埼玉県さいたま市西区宝来1348-1,西区,皮膚科,(048)623-1102,,日・祝,
35.9053,139.58951,医療法人社団葵仁会 おくクリニック,埼玉県さいたま市西区大字佐知川228-6,西区,耳鼻咽喉科,(048)623-3387,09:00~12:30 15:00~18:00,水 日,
35.911141,139.587891,みはし医院,埼玉県さいたま市西区三橋6-53,西区,小児科・皮膚科・眼科,(048)624-2545,09:00~12:00 16:00~18:00,木・日・祝・土午後,
35.914559,139.564256,湯澤医院,埼玉県さいたま市西区西遊馬1260-1,西区,皮膚科,(048)624-3974,09:00~12:00 15:00~18:00,土午後・日・祝,
35.924985,139.570116,わかやま内科,埼玉県さいたま市西区中釘2372-17,西区,皮膚科,(048)624-5876,09:00~12:00 16:00~19:00,日・祝・土午後,
35.9222619451969,139.585777562701,大田医院,埼玉県さいたま市西区三橋6-1791-5,西区,皮膚科,(048)625-6175,09:30~12:30 14:30~18:00,日・祝・水,
35.899572,139.598516,かねだクリニック,埼玉県さいたま市大宮区三橋2-484-2,大宮区,皮膚科,(048)625-7886,09:00~12:00 15:00~19:00,木・祝,
35.88182,139.598221,さいたま市民医療センター,埼玉県さいたま市西区島根299-1,西区,皮膚科・耳鼻咽喉科,(048)626-0011,09:00~12:00 01:30~17:00,日・祝,
35.916639,139.565667,わかばやし耳鼻咽喉科,埼玉県さいたま市西区土屋594-1,西区,耳鼻咽喉科,(048)626-0187,09:00~12:00 15:00~18:00,日・祝・木,
35.906134,139.620413,桜木中央クリニック,埼玉県さいたま市大宮区桜木町2-192 岡田ビル5F,大宮区,皮膚科,(048)631-3870,10:00~12:00 13:00~18:00,月火水木金,
35.910505,139.631334,あづま皮膚科,埼玉県さいたま市大宮区東町2-207 プランドールOMIYA1F,大宮区,皮膚科,(048)640-4100,09:30~12:30 15:00~18:00,日・祝・水,
35.90179,139.628613,石田眼科医院,埼玉県さいたま市大宮区吉敷町1-88,大宮区,眼科,(048)641-0262,09:00~12:00 15:00~18:00,木・日・祝・土午後,
35.90472,139.626218,耳鼻咽喉科市川医院,埼玉県さいたま市大宮区仲町1-89,大宮区,耳鼻咽喉科,(048)641-0464,09:00~12:00 15:00~18:00,火・木・土・日・祝,
35.905773,139.628657,大野眼科医院,埼玉県さいたま市大宮区仲町3-10-5,大宮区,眼科,(048)641-1151,09:00~11:30 14:30~17:30,日・祝、水土午後,
35.91679,139.62507,大澤歯科医院,埼玉県さいたま市大宮区土手町3-201,大宮区,小児科,(048)641-1525,09:00~12:00 13:00~18:00,日・祝・木,
35.90492279,139.62321009,医療法人社団イースト会 大宮イースト駅前クリニック,埼玉県さいたま市大宮区桜木町1-2-4 金子ビル4階,大宮区,皮膚科,(048)641-1815,10:00~14:30 15:30~19:00,月,
35.909278,139.631834,たがみ耳鼻咽喉科,埼玉県さいたま市大宮区東町2-172,大宮区,耳鼻咽喉科,(048)641-2710,09:30~13:00 15:00~18:30,日・祝・木,
35.9067110265275,139.620586328781,林眼科医院,埼玉県さいたま市大宮区桜木町2-160-1,大宮区,眼科,(048)641-3378,09:00~12:00 14:30~18:00,木、日・祝,
35.900421,139.612054,内村医院,埼玉県さいたま市大宮区上小町841,大宮区,耳鼻咽喉科,(048)641-3383,09:00~11:30 16:00~18:00,木・土曜日午後・日・祝,
35.9063,139.621632,メンズライフクリニック大宮院,埼玉県さいたま市大宮区桜木町2-2-12 藤沢ビル4階,大宮区,皮膚科,(048)641-5996,09:00~20:00,,
35.906172,139.622025,宮原眼科大宮クリニック,埼玉県さいたま市大宮区桜木町2-1-1 アルシェビル6階,大宮区,眼科,(048)641-6000,10:00~13:00 15:00~18:00,祝,
35.918457,139.636337,豊田クリニック,埼玉県さいたま市大宮区寿能町2-8,大宮区,皮膚科,(048)642-0088,09:00~12:00 14:00~18:00,日・祝,
35.9062359760605,139.621086954515,大宮西口皮フ科形成外科,埼玉県さいたま市大宮区桜木町2-4-10 5階,大宮区,皮膚科,(048)642-3568,10:00~13:00 15:00~19:30,水 日 祝,
35.903604,139.611254,医療法人小児科金子医院,埼玉県さいたま市大宮区上小町338,大宮区,小児科,(048)642-6820,08:50~12:00 13:30~18:10,木・日・祝,
35.911694,139.636009,医療法人社団双愛会大宮双愛病院,埼玉県さいたま市大宮区堀の内町2-160,大宮区,皮膚科,(048)643-1200,,日・祝,
35.907736,139.620774,医療法人福井会桜木皮膚科,埼玉県さいたま市大宮区桜木町2-7-9 鍋島ビル2F,大宮区,皮膚科,(048)643-2850,09:30~12:30 15:00~19:00,木・日・祝・土午後,
35.904561,139.627473,医療法人ミツイ眼科医院,埼玉県さいたま市大宮区仲町2-75 大宮フコク生命ビル2F,大宮区,眼科,(048)644-0031,09:30~13:00 15:00~18:30,木 日午後,
35.908514,139.627562,医療法人社団養明堂眼科医院,埼玉県さいたま市大宮区宮町2-9,大宮区,眼科,(048)644-0247,09:00~12:15 14:00~18:15,日・祝,
35.906078,139.620632,サンルイ皮ふ科,埼玉県さいたま市大宮区桜木町2-154 川村ビル4F,大宮区,皮膚科,(048)644-0527,09:30~12:00 17:00~20:00,土・日午後・祝,
35.9103111130522,139.627056040038,グレースデンタルメディカルクリニック大宮分院,埼玉県さいたま市大宮区宮町3-7-4 ヤナカビル2階,大宮区,皮膚科,(048)644-1184,09:00~12:00 13:00~18:00,日・祝,
35.907225,139.626221,医療法人社団医凰会大宮皮膚科クリニック,埼玉県さいたま市大宮区大門町1-18 キムラヤビル5F,大宮区,皮膚科,(048)644-6616,11:00~14:00 15:30~20:00,,
35.90617,139.628171,医療法人社団今川皮膚科,埼玉県さいたま市大宮区仲町2-17 小島ビル3F,大宮区,皮膚科,(048)644-8668,10:00~18:00,水・日・祝,
35.904418,139.62101,大宮西口桜木町眼科診療所,埼玉県さいたま市大宮区桜木町1-8-4,大宮区,眼科,(048)644-8730,00:00~00:00 13:00~19:00,火・水,
35.907722,139.625746,医療法人社団彩虹会あさひクリニック,埼玉県さいたま市大宮区宮町1-60 大宮ラクーン4階404区画,大宮区,眼科,(048)645-0051,10:30~13:00 14:00~18:30,水 金,
35.907698,139.642978,にこにこ小児科医院,埼玉県さいたま市大宮区天沼町1-426-1,大宮区,小児科,(048)645-1150,09:00~12:00 14:00~18:00,土午後・日・祝,
35.911231,139.641131,水谷耳鼻咽喉科クリニック,埼玉県さいたま市大宮区堀の内町1-210,大宮区,耳鼻咽喉科,(048)645-3387,09:00~12:00 14:30~18:00,木・日・祝,
35.9089,139.640103,堀の内整形外科内科クリニック,埼玉県さいたま市大宮区天沼町1-459-1 グランドメゾン大宮1階,大宮区,皮膚科,(048)645-8037,09:00~12:00 15:00~19:00,土午後 祝,
35.907056,139.645281,自治医科大学附属さいたま医療センター,埼玉県さいたま市大宮区天沼町1-847,大宮区,皮膚科・眼科・耳鼻咽喉科,(048)647-2111,,日・祝,
35.905206,139.620169,高田コンタクトクリニック,埼玉県さいたま市大宮区桜木町1-7-5 ソニックシティビル4F,大宮区,眼科,(048)647-4110,00:00~00:00 14:00~16:00,月火水木金土午前日祝,
35.8952295540992,139.633175975862,新都心こどもクリニック,埼玉県さいたま市大宮区吉敷町4-262-14 ニューキャピタルビル1階,大宮区,小児科,(048)648-0260,09:00~12:00 14:00~18:00,日・祝,
35.905575,139.621538,医療法人社団七福会ホリィマームクリニックさいたま,埼玉県さいたま市大宮区桜木町1-1-12 NYビル7階,大宮区,皮膚科,(048)648-1121,09:00~12:00 13:00~18:00,日祝,
35.906705,139.603448,医療法人智誠会大成耳鼻咽喉科医院,埼玉県さいたま市大宮区三橋1-1339 グランソレイユ大宮1F,大宮区,耳鼻咽喉科,(048)648-7233,09:00~18:30,日・祝,
35.907369634172,139.627302151694,大宮かどまち眼科,埼玉県さいたま市大宮区大門町2-118 大宮門街WEST3階,大宮区,眼科,(048)649-1231,10:30~12:45 14:00~19:00,,
35.945726,139.615393,増田外科医院,埼玉県さいたま市北区宮原町4-39-5,北区,皮膚科,(048)651-1531,09:00~12:00 15:00~18:00,祝,
35.942019,139.613655,松沢医院,埼玉県さいたま市北区宮原町2-36-1,北区,皮膚科,(048)652-0002,09:00~18:30,水午後・土午後・日・祝,
35.931832,139.608,医療法人社団光輝会大原眼科,埼玉県さいたま市北区日進町2-753-2,北区,眼科,(048)652-0660,09:00~12:30 14:30~18:30,祝・木,
35.939597,139.608619,宮原皮膚科,埼玉県さいたま市北区宮原町3-558 第5シマ企画ビル3階F号室,北区,皮膚科,(048)652-5201,09:30~13:00 15:00~18:30,水・土午後・日・祝,
35.944358,139.624373,本郷整形外科皮膚科,埼玉県さいたま市北区本郷町1096,北区,皮膚科,(048)652-6415,10:00~13:00 15:30~18:30,木午後・日・祝,
35.944193,139.624526,本郷脳神経外科,埼玉県さいたま市北区本郷町1100-2,北区,耳鼻咽喉科,(048)652-8811,09:00~13:00 15:30~18:30,日祝,
35.950283,139.598445,いしかわキッズクリニック,埼玉県さいたま市北区奈良町113-7,北区,小児科,(048)652-8888,09:00~12:00 14:00~17:30,水PM 土PM 日 祝,
35.948869,139.637166,おかだ眼科クリニック,埼玉県さいたま市見沼区東大宮4-12-7 セシオビル1階,見沼区,眼科,(048)653-3400,08:30~12:30 15:00~18:00,日・木・祝,
35.949722,139.639416,医療法人社団康佑会東大宮整形外科内科,埼玉県さいたま市見沼区東大宮4-20-7,見沼区,皮膚科,(048)653-4700,09:00~12:00 15:00~19:00,祝,
35.9381291728888,139.622438272798,羽石耳鼻咽喉科,埼玉県さいたま市北区宮原町1-563,北区,耳鼻咽喉科,(048)653-7500,09:00~12:30 14:30~18:00,木・土午後・日・祝,
35.938466,139.604975,みやはら耳鼻咽喉科,埼玉県さいたま市北区日進町3-534-1,北区,耳鼻咽喉科,(048)653-8733,09:00~12:00 14:30~18:00,水 日 祝,
35.930827,139.619054,宮原キッズクリニック,埼玉県さいたま市北区宮原町1-13-5,北区,小児科,(048)653-9888,09:00~12:00 16:00~18:30,日・祝,
35.94845554,139.63980762,ステーションクリニック東大宮,埼玉県さいたま市見沼区東大宮4-1-2 1階,見沼区,皮膚科,(048)654-0038,10:00~14:00 16:00~20:00,火,
35.923961,139.608122,おかもと耳鼻咽喉科,埼玉県さいたま市北区日進町2-925-1 KTDビル3階,北区,耳鼻咽喉科,(048)654-7557,09:00~12:00 14:30~18:00,日・祝・木・土午後,
35.904701,139.623302,浜松町第一クリニック大宮院,埼玉県さいたま市大宮区桜木町1-3-3 スワンビル2階,大宮区,皮膚科,(048)657-3071,10:00~20:00,,
35.906647,139.621855,本田眼科,埼玉県さいたま市大宮区桜木町2-3 大宮マルイ5階,大宮区,眼科,(048)657-8150,10:30~13:30 15:00~19:00,水・祝,
35.903695,139.623344,大宮駅前耳鼻咽喉科クリニック,埼玉県さいたま市大宮区桜木町1-180 Coffre2階,大宮区,耳鼻咽喉科,(048)658-3387,09:30~13:00 15:00~18:30,日 祝,
35.9065189641251,139.619541218581,医療法人せせらぎ あんどこどもクリニック 大宮サクラスクエア,埼玉県さいたま市大宮区桜木町2-902 大宮サクラスクエアモール302,大宮区,小児科,(048)658-9099,09:00~13:00 14:30~18:00,祝,
35.931483,139.630898,医療法人社団法樹会松田眼科クリニック,埼玉県さいたま市北区土呂町1-12-2 イントロビル2F,北区,眼科,(048)660-3773,09:00~12:30 15:00~19:00,火・日・祝・土午後,
35.93275,139.60547,とやま内科皮フ科,埼玉県さいたま市北区日進町2-1750-3,北区,皮膚科,(048)661-3337,09:00~12:00 15:00~18:00,水午後 土午後 日 祝,
35.939595,139.608585,なのはな眼科,埼玉県さいたま市北区宮原町3-558 第5シマ企画ビル3階D号室,北区,眼科,(048)662-1100,09:00~12:00 15:00~17:00,木・日・祝,
35.948219,139.639538,医療法人社団博翠会 みさわクリニック,埼玉県さいたま市見沼区東大宮4-2-2 ロマーナ伍番館1階,見沼区,皮膚科,(048)662-3305,09:00~12:30 15:00~18:00,水、日、祝、土午後,
35.932371,139.63132,医療法人社団勧修会松田内科クリニック,埼玉県さいたま市北区土呂町1-18-19 ソリストパレスII1階,北区,皮膚科,(048)662-3330,09:00~13:00 15:00~19:00,日・祝・水・土午後,
35.923961,139.608122,医療法人社団日進会にっしん皮膚科・形成外科,埼玉県さいたま市北区日進町2-925-1 KTDビル2階,北区,皮膚科,(048)662-6789,09:30~12:30 14:00~18:30,日・祝・水,
35.932819,139.619606,独立行政法人地域医療機能推進機構さいたま北部医療センター,埼玉県さいたま市北区宮原町1丁目851番地,北区,皮膚科・眼科・耳鼻咽喉科,(048)663-1671,08:30~11:30 13:00~16:30,土午後・日・祝,
35.92147,139.62461,里村医院,埼玉県さいたま市北区植竹町1-157,北区,皮膚科,(048)663-2158,09:00~13:00 16:00~18:00,第1、第3、第5の水・土午後・日・祝,
35.920784,139.621096,医療法人ヘブロン会大宮中央総合病院,埼玉県さいたま市北区東大成町1-227,北区,皮膚科・耳鼻咽喉科,(048)663-2501,09:00~18:30,日・祝,
35.932238,139.632659,なかむら耳鼻咽喉科クリニック,埼玉県さいたま市北区土呂町2-12-20 コスモスクエア3階,北区,耳鼻咽喉科,(048)663-3387,09:00~12:30 15:00~18:30,木 日 祝,
35.929397,139.62102,柴田整形外科医院,埼玉県さいたま市北区植竹町1-765,北区,皮膚科,(048)663-4338,09:00~12:00 15:00~18:00,日・祝・木午後,
35.950041,139.637447,高田医院,埼玉県さいたま市見沼区東大宮4-31-4,見沼区,皮膚科,(048)663-6122,09:00~12:00 15:00~18:00,木・日・祝,
35.946728,139.638402,半田耳鼻咽喉科医院,埼玉県さいたま市見沼区東大宮2-1-10,見沼区,耳鼻咽喉科,(048)663-7316,09:00~12:00 15:00~18:30,火木午後・日・祝,
35.951161,139.606655,耳鼻咽喉科かわた医院,埼玉県さいたま市北区宮原町4-123-5,北区,耳鼻咽喉科,(048)664-3387,09:00~12:00 15:00~18:30,日・祝・木午後,
35.941341,139.609919,宮原眼科医院,埼玉県さいたま市北区宮原町3-400-1,北区,眼科,(048)665-0001,09:30~12:30 14:30~17:30,日・祝・水,
35.947637,139.613832,小野整形外科皮膚科,埼玉県さいたま市北区吉野町1-340-3,北区,皮膚科,(048)665-2900,09:00~12:30 15:00~18:30,土午後・日・祝,
35.92737,139.638139,医療法人社団協友会彩の国東大宮メディカルセンター,埼玉県さいたま市北区土呂町1522,北区,皮膚科・眼科・耳鼻咽喉科,(048)665-6111,09:00~17:30,土・日・祝,
35.918701,139.607939,医療法人木根淵会木根淵医院,埼玉県さいたま市北区櫛引町2-308,北区,皮膚科,(048)666-4775,09:00~12:00 15:00~17:30,木・土午後・日・祝,
35.958159,139.601508,さかはし医院,埼玉県さいたま市北区吉野町2-192-6,北区,皮膚科,(048)666-8811,09:00~12:30 15:00~18:30,木・日・祝,
35.923678,139.622449,おおなりクリニック,埼玉県さいたま市北区東大成町1-547-2,北区,皮膚科,(048)668-6177,09:00~12:00 15:00~19:00,日・祝,
35.939956,139.622251,藤田こどもクリニック,埼玉県さいたま市北区宮原町1-715-2,北区,小児科,(048)668-6216,09:00~12:00 15:30~18:30,日・祝・火・金,
35.930885,139.607939,金子クリニック,埼玉県さいたま市北区日進町2-776-1,北区,耳鼻咽喉科,(048)668-6433,09:00~12:00 12:00~18:00,日・祝・水,
35.907794,139.600378,医療法人圭敏会大宮眼科医院,埼玉県さいたま市大宮区三橋1-776 大宮MDビル1階,大宮区,眼科,(048)668-6777,09:00~12:00,第1・第3・第5土・日・祝,
35.939507,139.609875,たけのここどもクリニック,埼玉県さいたま市北区宮原町3-173-7,北区,小児科,(048)668-7766,09:00~12:00 14:00~18:00,水午後、土午後、日祝,
35.909608,139.604831,みはし小児クリニック,埼玉県さいたま市大宮区三橋1-189,大宮区,小児科,(048)669-0072,09:00~12:00 14:00~18:00,木 日 土午後 祝,
35.937464,139.601664,医療法人三徳会マンモエクサス菅又クリニック,埼玉県さいたま市北区日進町3-430-1,北区,皮膚科,(048)669-1155,09:00~12:00 14:00~18:00,日・祝・木,
35.92851,139.606897,七夕通りクリニック,埼玉県さいたま市北区日進町2-853-2,北区,皮膚科,(048)669-8877,09:00~12:30 15:00~18:30,水・土午後・日・祝,
35.905892,139.616994,大宮ヒルズクリニック,埼玉県さいたま市大宮区桜木町4-203 イチロクビル1階,大宮区,皮膚科,(048)673-0000,09:00~12:30 14:30~17:00,水,
35.916559,139.564962,指扇駅前はやし眼科クリニック,埼玉県さいたま市西区宝来1722-3,西区,眼科,(048)673-0020,09:00~12:00 15:00~19:00,日・祝,
35.953959,139.665538,医療法人社団医凰会春野クリニック,埼玉県さいたま市見沼区深作3-40-5,見沼区,皮膚科,(048)680-1122,09:00~13:00 15:00~19:00,日・祝・土午後,
35.9039554592096,139.662304825761,医療法人至裕会押阪こどもクリニック,埼玉県さいたま市見沼区南中野3-25,見沼区,小児科,(048)680-1936,09:00~13:00 15:00~18:00,日・祝,
35.908728,139.65093,冨田クリニック,埼玉県さいたま市見沼区中川1023,見沼区,皮膚科,(048)680-2311,09:00~12:00 14:30~17:30,日PM・祝・第2・4水PM・木,
35.928787,139.643066,特別養護老人ホーム見沼緑水苑診療室,埼玉県さいたま市見沼区大和田町2-336,見沼区,皮膚科,(048)680-3711,13:00~15:00,火のみ開,
35.91223908,139.65719907,くらかず眼科,埼玉県さいたま市見沼区南中丸680,見沼区,眼科,(048)681-0101,09:00~12:00 15:00~18:00,木 土午後 日祝,
35.948989,139.645268,東整形外科,埼玉県さいたま市見沼区東大宮5-34-25,見沼区,皮膚科,(048)682-1010,09:00~12:00 15:00~18:00,日,
35.919802,139.654174,くにとも耳鼻咽喉科,埼玉県さいたま市見沼区南中丸1034-1,見沼区,耳鼻咽喉科,(048)682-3000,09:15~12:30 15:00~18:30,木・土午後・日・祝,
35.934089,139.662812,角田クリニック,埼玉県さいたま市見沼区蓮沼1079-3,見沼区,耳鼻咽喉科,(048)682-5511,09:00~12:30 15:30~19:00,日・祝・第1・3・5木・第2・4木午後,
35.929042,139.648186,医療法人松本皮膚科形成外科医院,埼玉県さいたま市見沼区大和田町2-1284-2,見沼区,皮膚科,(048)683-5959,09:30~12:30 14:30~18:30,日・祝・木午後,
35.951258,139.647165,中里小児科,埼玉県さいたま市見沼区東大宮6-22-6,見沼区,小児科,(048)683-8488,09:00~12:30 16:00~18:30,日・祝,
35.947772,139.641632,古谷医院,埼玉県さいたま市見沼区東大宮5-29-19,見沼区,皮膚科,(048)684-0103,09:00~12:30 15:00~19:00,木午後・日・祝,
35.94559,139.6512,ハレのこどもクリニック,埼玉県さいたま市見沼区島町393番地 ハレノテラスC棟2階,見沼区,小児科,(048)685-0880,09:00~12:00 14:00~18:00,木・日・祝   土PM,
35.908515,139.659113,けいあいファミリークリニック,埼玉県さいたま市見沼区南中野422-1,見沼区,小児科,(048)685-1231,09:00~13:00 15:00~19:00,日 祝 土PM,
35.908515,139.659113,みなみなかのたけのこ耳鼻咽喉科,埼玉県さいたま市見沼区南中野422-1,見沼区,耳鼻咽喉科,(048)685-3387,09:30~12:30 15:00~18:30,土午後・日・祝,
35.939327,139.651707,川原医院,埼玉県さいたま市見沼区堀崎町1163-1,見沼区,皮膚科,(048)685-5525,09:00~12:00 15:00~18:00,木・日・祝,
35.952326,139.664605,医療法人森本医院,埼玉県さいたま市見沼区深作3-25-16,見沼区,皮膚科,(048)685-5922,09:00~13:00 15:00~19:00,日・祝・木,
35.927306,139.646864,つばき耳鼻咽喉科,埼玉県さいたま市見沼区大和田町1-959-2 1階,見沼区,耳鼻咽喉科,(048)685-8313,09:30~12:30 15:00~18:00,水・日・祝・土午後,
35.933417,139.65947,はとり小児科医院,埼玉県さいたま市見沼区蓮沼1145-7,見沼区,小児科,(048)686-1660,09:00~12:00 14:30~18:00,木土午後・日・祝,
35.926529,139.677768,医療法人徳洲会 さいたま記念病院,埼玉県さいたま市見沼区東宮下字西196番地,見沼区,皮膚科・眼科・耳鼻咽喉科,(048)686-3111,,,
35.911481,139.655033,伊藤医院,埼玉県さいたま市見沼区南中野626-11,見沼区,眼科,(048)686-5588,08:30~12:00,月~金午後・水・日・祝,
35.937725,139.66795,大宮七里眼科,埼玉県さいたま市見沼区風渡野1-1-1,見沼区,眼科,(048)686-7000,08:30~12:00 14:00~17:00,木、日、祝,
35.904691,139.690971,大宮共立病院,埼玉県さいたま市見沼区片柳1550,見沼区,皮膚科,(048)686-7151,,日・祝,
35.940694,139.665453,七里耳鼻咽喉科,埼玉県さいたま市見沼区小深作566,見沼区,耳鼻咽喉科,(048)687-3387,09:00~12:30 15:00~18:30,木午後・土午後・日・祝,
35.953069,139.647407,のいり眼科クリニック,埼玉県さいたま市見沼区東大宮6-9-1,見沼区,眼科,(048)688-7575,09:00~12:30 15:00~18:00,,
35.908815,139.668973,まつざきファミリークリニック,埼玉県さいたま市見沼区大字東新井9-1,見沼区,皮膚科,(048)688-9191,09:00~13:00 15:00~18:30,水、土午後、日午後、祝午後,
35.926793,139.650413,石井眼科クリニック,埼玉県さいたま市見沼区大和田町1-1295,見沼区,眼科,(048)689-0222,09:00~12:00 14:30~17:30,木・日・祝,
35.843103,139.631487,さいたま市療育センターさくら草,埼玉県さいたま市桜区田島2-16-2,桜区,小児科・耳鼻咽喉科,(048)710-5811,09:00~12:00 12:00~17:00,土・日・祝,
35.842825,139.651701,医療法人社団銀杏会ちひろクリニック,埼玉県さいたま市南区白幡4-21-7 武蔵浦和医療ビル1階,南区,皮膚科,(048)710-6500,09:00~12:30 15:00~18:30,水午後・土午後・日・祝,
35.847972,139.671269,すまいる皮膚科,埼玉県さいたま市南区南浦和2-40-13 パークパレス1階,南区,皮膚科,(048)711-1882,10:00~18:00,日 祝,
35.87165,139.648923,小島眼科医院,埼玉県さいたま市浦和区元町2-9-5,浦和区,眼科,(048)711-2701,09:00~12:00 14:00~17:00,火・土・日・祝,
35.8438912567294,139.647036661485,キッズクリニックラムザタワー,埼玉県さいたま市南区沼影1-10-1 ラムザB棟1階,南区,小児科,(048)711-5125,09:00~12:00 14:30~18:30,火午後、木、日、祝,
35.85963734,139.65475035,かつむらアイプラストクリニック,埼玉県さいたま市浦和区仲町1-3-5 モリックスビル4F・5F,浦和区,眼科,(048)711-6090,09:00~12:00 13:30~17:30,水(変則休診)日祝,
35.86897,139.700721,医療法人社団優青会あおぞらクリニック埼玉,埼玉県さいたま市緑区東浦和4-26-17 サニーハイム201号室,緑区,皮膚科,(048)711-8218,09:00~12:00 13:00~18:00,土 日 祝,
35.87546909,139.67599787,ほしの耳鼻咽喉科,埼玉県さいたま市緑区大字中尾443-5,緑区,耳鼻咽喉科,(048)711-8741,08:30~12:30 14:30~17:30,水日祝,
35.847389,139.667419,はる眼科クリニック,埼玉県さいたま市南区南本町2-12-3 南浦和メディカルセンター2階,南区,眼科,(048)711-9771,08:45~13:00 14:45~17:00,水 土午後 日 祝,
35.84307,139.66957,とびた眼科,埼玉県さいたま市南区文蔵2-5-19 太田ビル102号室,南区,眼科,(048)714-0255,09:00~12:00 15:00~18:30,土午後、日、祝,
35.93267646,139.62181245,あさい眼科,埼玉県さいたま市北区宮原町1-854-1 ステラタウン3F,北区,眼科,(048)729-4050,11:00~13:30 14:30~19:00,金,
35.9481973308501,139.637875756478,ファミリークリニック東大宮,埼玉県さいたま市見沼区東大宮4-12-1 第5千代本ビル 3階,見沼区,皮膚科,(048)729-7810,09:00~17:00,土日祝,
35.9128174579999,139.581343450471,たみい耳鼻咽喉科,埼玉県さいたま市西区指扇1223-1,西区,耳鼻咽喉科,(048)729-8664,09:00~12:30 15:00~18:00,日 祝,
35.847263,139.649571,うざわ耳鼻咽喉科クリニック,埼玉県さいたま市南区別所7-2-1 101C号,南区,耳鼻咽喉科,(048)747-3301,09:00~12:30 15:00~18:30,水、日、祝,
35.8449347608562,139.645916068679,日暮里眼科クリニック武蔵浦和院,埼玉県さいたま市南区沼影1-8-18 4階,南区,眼科,(048)749-1035,10:00~13:00 14:30~18:30,年末年始,
35.950458,139.693877,医療法人社団野口会野口皮膚科,埼玉県さいたま市岩槻区本町3-1-1 ワッツ西館2階,岩槻区,皮膚科,(048)749-6768,10:00~13:00 15:00~18:30,木・祝 日,
35.954943,139.688777,小児科竹田クリニック,埼玉県さいたま市岩槻区西町4-1-6,岩槻区,小児科,(048)749-7007,09:00~12:00 14:00~18:00,日・祝,
35.8879747382697,139.634847596968,さいたま新都心眼科,埼玉県さいたま市浦和区上木崎1-13-1 ビバモールさいたま新都心3階,浦和区,眼科,(048)755-9176,10:00~13:30 15:00~19:00,水,
35.8853727558558,139.636391855746,医療法人社団ナイズ キャップスクリニック与野,埼玉県さいたま市中央区下落合1027 与野フードセンタービル4階,中央区,小児科,(048)755-9581,09:00~13:00 15:00~21:00,,
