緯度,経度,名称,住所,区,種別,設置区分,特別支援,定員,電話番号
35.88493,139.604095,白鍬保育園,埼玉県さいたま市桜区白鍬511,桜区,認可保育所,公立,,90,048-854-5539
35.860493,139.660324,東仲町保育園,埼玉県さいたま市浦和区東仲町28-16,浦和区,認可保育所,公立,,80,048-885-9101
35.839268,139.657166,辻保育園,埼玉県さいたま市南区辻3-10-15,南区,認可保育所,公立,,135,048-864-3385
35.838142,139.642303,曲本保育園,埼玉県さいたま市南区曲本4-5-7,南区,認可保育所,公立,,130,048-864-3384
35.861595,139.677139,大谷口保育園,埼玉県さいたま市南区大谷口1089-1,南区,認可保育所,公立,,130,048-887-4989
35.882107,139.662445,大東保育園,埼玉県さいたま市浦和区大東2-18-7,浦和区,認可保育所,公立,,130,048-887-6168
35.881992,139.678558,三室保育園,埼玉県さいたま市緑区三室1629-6,緑区,認可保育所,公立,,140,048-873-7877
35.851841,139.618561,西堀保育園,埼玉県さいたま市桜区桜田3-9-12,桜区,認可保育所,公立,,120,048-865-0271
35.879559,139.641983,針ヶ谷保育園,埼玉県さいたま市浦和区針ヶ谷1-4-3,浦和区,認可保育所,公立,,135,048-824-3746
35.86953,139.609451,上大久保保育園,埼玉県さいたま市桜区上大久保940-3,桜区,認可保育所,公立,,130,048-855-4801
35.8489,139.642014,武蔵浦和保育園,埼玉県さいたま市南区鹿手袋4-1-12,南区,認可保育所,公立,,165,048-837-3411
35.901245,139.630844,大宮保育園,埼玉県さいたま市大宮区吉敷町1-132-3,大宮区,認可保育所,公立,,100,048-641-1497
35.903652,139.622116,桜木保育園,"埼玉県さいたま市大宮区桜木町1-185-2
のびのびプラザ大宮4F",大宮区,認可保育所,公立,,165,048-641-1229
35.929829,139.609253,日進保育園,埼玉県さいたま市北区日進町2-632,北区,認可保育所,公立,,90,048-663-2791
35.925545,139.620987,東大成保育園,埼玉県さいたま市北区東大成町2-103,北区,認可保育所,公立,,100,048-664-6582
35.942219,139.617081,宮原保育園,埼玉県さいたま市北区宮原町2-83-2,北区,認可保育所,公立,,90,048-663-4120
35.935268,139.628265,大砂土保育園,埼玉県さいたま市北区土呂町1-51-8,北区,認可保育所,公立,,100,048-663-7233
35.902325,139.605591,三橋保育園,埼玉県さいたま市大宮区三橋2-929,大宮区,認可保育所,公立,,100,048-643-3145
35.899437,139.638,天沼保育園,埼玉県さいたま市大宮区天沼町2-438-1,大宮区,認可保育所,公立,,80,048-642-4240
35.925411,139.650955,大和田保育園,埼玉県さいたま市見沼区大和田町1-1230-92,見沼区,認可保育所,公立,,80,048-683-2536
35.927082,139.602646,日進西保育園,埼玉県さいたま市北区日進町1-800-1,北区,認可保育所,公立,,80,048-663-0063
35.899956,139.61116,上小保育園,埼玉県さいたま市大宮区上小町845-4,大宮区,認可保育所,公立,,90,048-643-4436
35.926292,139.675323,七里保育園,埼玉県さいたま市見沼区大谷1985,見沼区,認可保育所,公立,,100,048-685-2717
35.915581,139.611694,大成保育園,埼玉県さいたま市大宮区大成町3-655-1,大宮区,認可保育所,公立,,100,048-667-2559
35.906284,139.668762,片柳保育園,埼玉県さいたま市見沼区御蔵796,見沼区,認可保育所,公立,,80,048-685-4611
35.903896,139.587372,植水保育園,埼玉県さいたま市西区佐知川306,西区,認可保育所,公立,,100,048-623-6698
35.953499,139.651627,東大宮保育園,埼玉県さいたま市見沼区丸ヶ崎町13-13,見沼区,認可保育所,公立,,106,048-685-0601
35.921398,139.636124,寿能保育園,埼玉県さいたま市大宮区寿能町2-140,大宮区,認可保育所,公立,,100,048-644-0470
35.949253,139.598343,奈良保育園,埼玉県さいたま市北区奈良町125-6,北区,認可保育所,公立,,106,048-651-7172
35.930813,139.671432,七里東保育園,埼玉県さいたま市見沼区新堤40,見沼区,認可保育所,公立,,100,048-683-3969
35.927971,139.570801,指扇保育園,埼玉県さいたま市西区高木567-3,西区,認可保育所,公立,,100,048-623-5065
35.949554,139.62648,泰平保育園,埼玉県さいたま市北区今羽町596,北区,認可保育所,公立,,100,048-667-1847
35.901653,139.573914,馬宮保育園,埼玉県さいたま市西区西遊馬119,西区,認可保育所,公立,,106,048-623-4014
35.913719,139.58728,三橋西保育園,埼玉県さいたま市西区三橋6-381-1,西区,認可保育所,公立,,80,048-622-1350
35.955624,139.667938,春野保育園,埼玉県さいたま市見沼区春野1-7-1,見沼区,認可保育所,公立,,100,048-686-6756
35.889641,139.626099,上落合保育園,埼玉県さいたま市中央区上落合2-9-10,中央区,認可保育所,公立,,90,048-852-1587
35.86549,139.633759,大戸保育園,埼玉県さいたま市中央区大戸2-7-19,中央区,認可保育所,公立,,90,048-853-2410
35.889996,139.63208,下落合保育園,埼玉県さいたま市中央区上落合1-5-3,中央区,認可保育所,公立,,90,048-711-6720
35.874107,139.626373,鈴谷保育園,埼玉県さいたま市中央区鈴谷7-3-31,中央区,認可保育所,公立,,110,048-855-1034
35.880581,139.605377,八王子保育園,埼玉県さいたま市中央区八王子5-12-17,中央区,認可保育所,公立,,90,048-855-4700
35.9534,139.6866,西町保育園,埼玉県さいたま市岩槻区西町3-1-24,岩槻区,認可保育所,公立,,90,048-756-4632
35.944153,139.694412,岩槻本町保育園,埼玉県さいたま市岩槻区本町2-5-5,岩槻区,認可保育所,公立,,60,048-756-7565
35.969116,139.708588,諏訪保育園,埼玉県さいたま市岩槻区諏訪2-5-1,岩槻区,認可保育所,公立,,130,048-794-1620
35.960411,139.690903,美幸保育園,埼玉県さいたま市岩槻区美幸町3-18,岩槻区,認可保育所,公立,,90,048-757-8450
35.856781,139.632812,浦和ひなどり保育園,埼玉県さいたま市桜区西堀2-6-26,桜区,認可保育所,私立,,145,048-861-8311
35.850971,139.619186,聖徳保育園,埼玉県さいたま市桜区新開2-17-13,桜区,認可保育所,私立,,80,048-862-1601
35.856564,139.626968,わらしべ保育園,埼玉県さいたま市桜区西堀5-5-3,桜区,認可保育所,私立,,120,048-862-3123
35.850132,139.659943,エンゼル保育園,埼玉県さいたま市浦和区神明2-21-14,浦和区,認可保育所,私立,,35,048-822-8696
35.881729,139.645554,ひまわり乳児保育園,埼玉県さいたま市浦和区針ヶ谷2-16-16,浦和区,認可保育所,私立,,30,048-827-0777
35.870049,139.681015,エンゼル麗保育園,埼玉県さいたま市緑区中尾181,緑区,認可保育所,私立,,96,048-874-2608
35.885998,139.692169,こぐま保育園,埼玉県さいたま市緑区宮本2-7-18,緑区,認可保育所,私立,,78,048-873-0558
35.875805,139.609344,ひまわりDo・Do保育園,埼玉県さいたま市桜区神田596-1,桜区,認可保育所,私立,,110,048-853-5770
35.867096,139.644135,常盤こころ保育園,埼玉県さいたま市浦和区常盤7-12-8,浦和区,認可保育所,私立,,120,048-824-5982
35.869675,139.699799,東浦和みどり保育園,埼玉県さいたま市緑区東浦和4-30-1,緑区,認可保育所,私立,,128,048-874-1719
35.873562,139.664062,椎の実保育園,埼玉県さいたま市浦和区瀬ヶ崎5-21-18,浦和区,認可保育所,私立,,70,048-887-2112
35.858902,139.676514,保育園萌夢,埼玉県さいたま市南区太田窪4-17-7,南区,認可保育所,私立,,30,048-885-8489
35.873508,139.645279,うらわライトハウス保育園,埼玉県さいたま市浦和区北浦和3-8-9,浦和区,認可保育所,私立,,80,048-834-1711
35.957905,139.593414,大宮さくら保育園,埼玉県さいたま市北区別所町98-6,北区,認可保育所,私立,,60,048-664-5054
35.912155,139.656143,あすなろ保育園,埼玉県さいたま市見沼区南中野582,見沼区,認可保育所,私立,,110,048-684-6132
35.905884,139.639709,白菊保育園,埼玉県さいたま市大宮区天沼町1-148-1,大宮区,認可保育所,私立,,120,048-643-0880
35.887589,139.59581,明日香保育園,埼玉県さいたま市西区植田谷本316,西区,認可保育所,私立,,110,048-622-5586
35.943214,139.630493,本郷保育園,埼玉県さいたま市北区本郷町1328-1,北区,認可保育所,私立,,110,048-652-3440
35.910049,139.68634,やまばと保育園,埼玉県さいたま市見沼区染谷2-203-1,見沼区,認可保育所,私立,,60,048-685-0846
35.930733,139.632736,大宮つぼみ保育園,埼玉県さいたま市北区土呂町2-9-19,北区,認可保育所,私立,,60,048-668-5203
35.941536,139.614471,ハーモニー保育園,埼玉県さいたま市北区宮原町2-39-16,北区,認可保育所,私立,,45,048-667-8655
35.947292,139.64183,ふたば保育園,埼玉県さいたま市見沼区東大宮5-26-11,見沼区,認可保育所,私立,,60,048-685-7431
35.882694,139.619766,与野ひなどり保育園,埼玉県さいたま市中央区本町西2-1-11,中央区,認可保育所,私立,,90,048-852-4202
35.899033,139.620743,あおぞら保育園,埼玉県さいたま市中央区上落合8-11-20,中央区,認可保育所,私立,,90,048-857-8841
35.896156,139.607269,まどか保育園,埼玉県さいたま市中央区円阿弥7-10-9,中央区,認可保育所,私立,,70,048-855-3331
35.916218,139.638031,もとの木保育園,埼玉県さいたま市大宮区堀の内町3-236-2,大宮区,認可保育所,私立,,60,048-650-0202
35.930416,139.648438,見沼あかね保育園,埼玉県さいたま市見沼区大和田町2-1218-9,見沼区,認可保育所,私立,,100,048-688-1110
35.840744,139.649368,武蔵浦和Jキッズステーション,埼玉県さいたま市南区白幡5-11-10,南区,認可保育所,私立,,60,048-710-6681
35.947922,139.706741,たちばな保育園,埼玉県さいたま市岩槻区太田1-10-19,岩槻区,認可保育所,私立,,60,048-756-1275
35.958191,139.703171,岩槻保育園,埼玉県さいたま市岩槻区宮町2-10-3,岩槻区,認可保育所,私立,,96,048-756-3350
35.929771,139.730011,東武保育園,埼玉県さいたま市岩槻区飯塚624,岩槻区,認可保育所,私立,,90,048-798-5632
35.972321,139.710419,岩槻さくら保育園,埼玉県さいたま市岩槻区表慈恩寺725-2,岩槻区,認可保育所,私立,,120,048-794-6888
35.964725,139.707901,東岩槻保育園,埼玉県さいたま市岩槻区東岩槻2-4-6,岩槻区,認可保育所,私立,,60,048-794-7452
35.942612,139.714005,東武第二保育園,埼玉県さいたま市岩槻区府内2-27-48,岩槻区,認可保育所,私立,,80,048-798-4450
35.967297,139.673706,かわいデイナースリー保育園,埼玉県さいたま市岩槻区平林寺487,岩槻区,認可保育所,私立,,120,048-757-2777
35.933113,139.594604,まみ保育園,埼玉県さいたま市西区内野本郷383-8,西区,認可保育所,私立,,50,048-673-0330
35.948151,139.618546,今羽保育園,埼玉県さいたま市北区吉野町1-19-1,北区,認可保育所,私立,,60,048-661-6011
35.936878,139.61644,にじいろ保育園,埼玉県さいたま市北区宮原町1-475-7,北区,認可保育所,私立,,90,048-652-5400
35.917061,139.658325,ルミエール保育園,埼玉県さいたま市見沼区南中丸939-5,見沼区,認可保育所,私立,,60,048-683-1216
35.878136,139.627197,与野本町駅前保育所,埼玉県さいたま市中央区鈴谷9-5-18,中央区,認可保育所,私立,,72,048-840-1151
35.848873,139.632675,いちご桜保育園,埼玉県さいたま市桜区田島3-6-7,桜区,認可保育所,私立,,60,048-839-1717
35.845642,139.653748,こびとの森保育園,埼玉県さいたま市南区白幡3-4-17,南区,認可保育所,私立,,90,048-861-7368
35.881081,139.684555,松木保育園,埼玉県さいたま市緑区松木1-19-21,緑区,認可保育所,私立,,60,048-810-5237
35.955841,139.661804,アーバンみらい東大宮プライムキッズガーデン保育所,埼玉県さいたま市見沼区春野2-5-1,見沼区,認可保育所,私立,,120,048-682-7700
35.854397,139.636749,菁莪保育園,埼玉県さいたま市桜区西堀1-11-1,桜区,認可保育所,私立,,60,048-865-4321
35.860359,139.625885,若草保育園,埼玉県さいたま市桜区南元宿1-12-20,桜区,認可保育所,私立,,30,048-837-2666
35.857773,139.696136,向こころ保育園,埼玉県さいたま市南区大谷口5436-3,南区,認可保育所,私立,,90,048-875-1860
35.840378,139.649597,武蔵浦和桑の実保育園,埼玉県さいたま市南区白幡5-11-7,南区,認可保育所,私立,,45,048-838-9803
35.894909,139.738083,リズム保育園,埼玉県さいたま市岩槻区釣上新田1425-3,岩槻区,認可保育所,私立,,45,048-798-3535
35.875805,139.609344,ひまわりDo・Do第2保育園,埼玉県さいたま市桜区神田595-1,桜区,認可保育所,私立,,60,048-853-3232
35.927414,139.568573,おうぎの森保育園,埼玉県さいたま市西区高木598,西区,認可保育所,私立,,110,048-625-7272
35.946716,139.637421,アスク東大宮保育園,埼玉県さいたま市見沼区東大宮2-23-3,見沼区,認可保育所,私立,,90,048-661-5218
35.8517,139.674454,南浦和たいよう保育園,埼玉県さいたま市南区南浦和2-12-17,南区,認可保育所,私立,,60,048-813-6036
35.932175,139.600464,けやきの森保育園,埼玉県さいたま市北区日進町2-1519-1,北区,認可保育所,私立,,90,048-661-6525
35.873592,139.628998,ChaChaChildrenSuzuya,埼玉県さいたま市中央区鈴谷5-6-11,中央区,認可保育所,私立,,90,048-857-7101
35.876629,139.691467,めだか保育園,埼玉県さいたま市緑区大間木3-10-10,緑区,認可保育所,私立,,60,048-795-8011
35.891972,139.733215,あいう園美園浦和美園駅前保育園,埼玉県さいたま市緑区美園5-51-2,緑区,認可保育所,私立,,90,048-878-7733
35.885662,139.624054,ゆめいろ保育園,埼玉県さいたま市中央区本町東4-1-5,中央区,認可保育所,私立,,90,048-840-5850
35.938438,139.603439,くすのき保育園,埼玉県さいたま市北区日進町3-543-3,北区,認可保育所,私立,,60,048-796-4901
35.928558,139.649384,まきば保育園,埼玉県さいたま市見沼区大和田町1-1343-1,見沼区,認可保育所,私立,,60,048-682-0002
35.84771,139.643951,スターチャイルド《みなみ保育園》,埼玉県さいたま市南区別所6-15-22,南区,認可保育所,私立,,90,048-872-1000
35.895241,139.730469,みう保育園,埼玉県さいたま市緑区美園4-5-27,緑区,認可保育所,私立,,60,048-878-1888
35.924973,139.588959,あおぞら西保育園,埼玉県さいたま市西区宮前町695-2,西区,認可保育所,私立,,90,048-783-3755
35.938351,139.626236,遊美保育園,埼玉県さいたま市北区本郷町106,北区,認可保育所,私立,,80,048-654-8714
35.936771,139.619949,大宮むさしの保育園,埼玉県さいたま市北区宮原町1-430,北区,認可保育所,私立,,83,048-664-6659
35.895279,139.628769,そらいろ保育園,埼玉県さいたま市中央区上落合5-20-20,中央区,認可保育所,私立,,45,048-853-9000
35.85667,139.6548,浦和たいよう保育園,埼玉県さいたま市浦和区高砂2-1-12,浦和区,認可保育所,私立,,60,048-789-7201
35.837746,139.656403,いちご保育園,埼玉県さいたま市南区辻4-11-12,南区,認可保育所,私立,,79,048-789-7351
35.932423,139.606888,うぃず日進駅前保育園,埼玉県さいたま市北区日進町2-1859-1,北区,認可保育所,私立,,110,048-871-8457
35.947906,139.610046,えがお保育園,埼玉県さいたま市北区宮原町4-83-5,北区,認可保育所,私立,,90,048-782-5500
35.936447,139.669296,風渡野保育園,埼玉県さいたま市見沼区風渡野1-10-7,見沼区,認可保育所,私立,,90,048-682-2550
35.848629,139.638138,ゆめの樹保育園,埼玉県さいたま市南区鹿手袋4-17-22,南区,認可保育所,私立,,90,048-839-8888
35.843899,139.636459,彩の森保育園,埼玉県さいたま市南区鹿手袋6-22-28,南区,認可保育所,私立,,90,048-866-8165
35.847431,139.643188,Gakkenほいくえん武蔵浦和,埼玉県さいたま市南区別所6-19-8,南区,認可保育所,私立,,80,048-872-3201
35.879829,139.688568,けやきの森保育園芝原園,埼玉県さいたま市緑区芝原1-12-2,緑区,認可保育所,私立,,80,048-810-5505
35.895809,139.739075,きらり保育園,埼玉県さいたま市岩槻区釣上新田1428,岩槻区,認可保育所,私立,,60,048-812-4850
35.933926,139.631638,ゆうりん保育園,埼玉県さいたま市北区土呂町1-28-1,北区,認可保育所,私立,,116,048-699-0180
35.895893,139.62056,桜花保育園,埼玉県さいたま市大宮区桜木町4-554-1,大宮区,認可保育所,私立,,100,048-782-8286
35.912975,139.608917,らそ保育園,埼玉県さいたま市大宮区櫛引町1-574,大宮区,認可保育所,私立,,80,048-666-4149
35.903652,139.622116,あおぞらウィンクルム保育園,埼玉県さいたま市大宮区桜木町1-185-2のびのびプラザ大宮2階,大宮区,認可保育所,私立,,90,048-782-8716
35.940144,139.645844,ふたば夢保育園,埼玉県さいたま市見沼区東大宮7-70-11,見沼区,認可保育所,私立,,90,048-812-4126
35.914677,139.650864,きらめき保育園,埼玉県さいたま市見沼区南中野689-1,見沼区,認可保育所,私立,,100,048-682-5507
35.864182,139.63179,南よの虹保育園,埼玉県さいたま市中央区鈴谷1-18-6,中央区,認可保育所,私立,,120,048-858-1900
35.889988,139.734055,あいう園浦和美園ウィングシティ保育園,埼玉県さいたま市緑区美園5-49-13,緑区,認可保育所,私立,,80,048-812-6755
35.909153,139.568359,西遊馬保育園,埼玉県さいたま市西区西遊馬771-11,西区,認可保育所,私立,,90,048-620-7879
35.913715,139.592957,未来ほしの子保育園,埼玉県さいたま市西区三橋5-35,西区,認可保育所,私立,,120,048-625-2222
35.937252,139.610672,にじの星保育園,埼玉県さいたま市北区宮原町3-209-2,北区,認可保育所,私立,,60,048-871-6687
35.932861,139.652466,大宮みぬま保育園,埼玉県さいたま市見沼区大和田町2-1633-1,見沼区,認可保育所,私立,,100,048-684-6568
35.864822,139.614471,ニチイキッズさいたま保育園,埼玉県さいたま市桜区栄和5-15-39,桜区,認可保育所,私立,,90,048-851-0715
35.867802,139.701492,東浦和たいよう保育園,埼玉県さいたま市緑区東浦和4-14-1,緑区,認可保育所,私立,,80,048-873-2222
35.932877,139.608551,大宮日進さくらんぼ保育園,埼玉県さいたま市北区日進町2-1914-7,北区,認可保育所,私立,,90,048-788-2820
35.909492,139.637894,太陽の子堀の内保育園,埼玉県さいたま市大宮区堀の内町1-178-1,大宮区,認可保育所,私立,,70,048-650-6611
35.846035,139.649765,アスクむさしうらわ保育園,埼玉県さいたま市南区別所7-1-12,南区,認可保育所,私立,,60,048-872-8107
35.843899,139.668594,アートチャイルドケア南浦和,埼玉県さいたま市南区文蔵2-15-12,南区,認可保育所,私立,,60,048-710-6123
35.863304,139.678848,いちご南保育園,埼玉県さいたま市南区大谷口717,南区,認可保育所,私立,,120,048-882-1234
35.850655,139.666687,さいたまたいよう保育園,埼玉県さいたま市南区南浦和1-22-15,南区,認可保育所,私立,,80,048-887-0606
35.859306,139.691269,太陽の子大谷口保育園,埼玉県さいたま市南区大谷口2319-1,南区,認可保育所,私立,,100,048-712-0600
35.855526,139.681824,保育園第二萌夢,埼玉県さいたま市南区大谷口1484-3,南区,認可保育所,私立,,66,048-884-7722
35.885052,139.67923,保育園ナチュラル,埼玉県さいたま市緑区三室1964-4,緑区,認可保育所,私立,,110,048-829-7793
35.870953,139.705246,第2東浦和みどり保育園,埼玉県さいたま市緑区東浦和7-20-11,緑区,認可保育所,私立,,70,048-826-5358
35.877316,139.671967,るい保育園,埼玉県さいたま市緑区道祖土3-13-3,緑区,認可保育所,私立,,90,048-767-3839
35.923126,139.580627,西大宮どんぐり保育園,埼玉県さいたま市西区西大宮1-1-3,西区,認可保育所,私立,,90,048-783-3361
35.910198,139.593597,野の花すみれ保育園,埼玉県さいたま市西区三橋5-641-3,西区,認可保育所,私立,,40,048-782-4386
35.943272,139.60939,あい音保育園,埼玉県さいたま市北区宮原町4-3-9,北区,認可保育所,私立,,90,048-729-5831
35.921421,139.660583,蓮沼保育園,埼玉県さいたま市見沼区蓮沼100-1,見沼区,認可保育所,私立,,90,048-699-1641
35.895874,139.626465,さいたまちとせ保育園,埼玉県さいたま市中央区上落合6-17-21,中央区,認可保育所,私立,,70,048-857-1115
35.901859,139.621216,リトルやまゆり保育園,埼玉県さいたま市中央区上落合9-16-3,中央区,認可保育所,私立,,100,048-858-2500
35.858215,139.657028,Gakkenほいくえん浦和,埼玉県さいたま市浦和区高砂1-16-12,浦和区,認可保育所,私立,,50,048-871-2780
35.859203,139.661911,スターチャイルド《浦和保育園》,埼玉県さいたま市浦和区東高砂町25-7,浦和区,認可保育所,私立,,60,048-871-0250
35.8484,139.638885,ゆめの樹第二保育園,埼玉県さいたま市南区鹿手袋4-17-30,南区,認可保育所,私立,,60,048-711-1414
35.84808,139.672668,ゆめの星保育園,埼玉県さいたま市南区南浦和3-5-16MDビル2階、3階,南区,認可保育所,私立,,90,048-711-1154
35.847828,139.671906,小鳩保育園南浦和,埼玉県さいたま市南区南浦和2-42-18,南区,認可保育所,私立,,80,048-871-1610
35.837872,139.640015,さい桜保育園,埼玉県さいたま市南区曲本4-8-2,南区,認可保育所,私立,,100,048-865-0101
35.848343,139.647034,チャイルドスクエアむさしうらわ,埼玉県さいたま市南区別所6-4-12,南区,認可保育所,私立,,60,048-872-1717
35.843513,139.646683,あおば保育園,埼玉県さいたま市南区沼影1-11-2スカイ&ガーデンA棟1階,南区,認可保育所,私立,,50,048-863-9997
35.868359,139.666489,ふらっと保育園,埼玉県さいたま市緑区原山2-3-26,緑区,認可保育所,私立,,110,048-789-6655
35.895,139.725952,ブライト保育園浦和美園,埼玉県さいたま市緑区下野田509,緑区,認可保育所,私立,,90,048-812-0190
35.936447,139.631149,大宮たんぽぽ保育園,埼玉県さいたま市北区土呂町1-46-1,北区,認可保育所,私立,,90,048-729-8788
35.918736,139.624115,東大成ひなた保育園,埼玉県さいたま市北区東大成町1-656-1,北区,認可保育所,私立,,60,048-729-6308
35.914921,139.615784,大成たいよう保育園,埼玉県さいたま市大宮区大成町2-161-1,大宮区,認可保育所,私立,,80,048-778-8615
35.908569,139.641296,みずほ保育園大宮天沼,埼玉県さいたま市大宮区天沼町1-505-2,大宮区,認可保育所,私立,,60,048-658-3240
35.897736,139.634247,大宮すこやか保育園,埼玉県さいたま市大宮区吉敷町4-197-2,大宮区,認可保育所,私立,,80,048-640-1171
35.892487,139.645248,新都心ひなた保育園,埼玉県さいたま市大宮区北袋町2-343,大宮区,認可保育所,私立,,90,048-871-5881
35.912155,139.656143,あすなろ若葉保育園,埼玉県さいたま市見沼区南中野605,見沼区,認可保育所,私立,,90,048-680-5335
35.947308,139.645905,きらら園,埼玉県さいたま市見沼区東大宮7-7-9,見沼区,認可保育所,私立,,50,048-682-0120
35.892937,139.632156,Gakkenほいくえんさいたま新都心,埼玉県さいたま市中央区新都心11-1JRさいたま新都心ビル1階,中央区,認可保育所,私立,,60,048-762-9242
35.860783,139.634827,わらしべ第二保育園,埼玉県さいたま市桜区西堀8-3-13,桜区,認可保育所,私立,,90,048-711-2885
35.847408,139.629562,たじま絆保育園,埼玉県さいたま市桜区田島3-13-4,桜区,認可保育所,私立,,90,048-711-5697
35.871365,139.648026,北浦和駅前保育園,埼玉県さいたま市浦和区元町2-1-3ライオンズプラザ浦和元町シティ3階,浦和区,認可保育所,私立,,100,048-813-1177
35.860115,139.650162,輝萌の森浦和園,埼玉県さいたま市浦和区仲町3-2-24,浦和区,認可保育所,私立,,50,048-678-4191
35.85672,139.663818,Gakkenほいくえん浦和前地,埼玉県さいたま市浦和区前地2-8-17,浦和区,認可保育所,私立,,70,048-764-9632
35.84864,139.666702,小鳩保育園南本町,埼玉県さいたま市南区南本町2-22-2,南区,認可保育所,私立,,90,048-833-5810
35.850883,139.640701,コスモス保育園,埼玉県さいたま市南区鹿手袋3-1-7,南区,認可保育所,私立,,60,048-837-7999
35.898335,139.729355,きらり遊愛保育園,埼玉県さいたま市緑区美園3-8-3,緑区,認可保育所,私立,,60,048-762-6712
35.89352,139.724274,美園にじのこ保育園,埼玉県さいたま市緑区下野田450,緑区,認可保育所,私立,,60,048-799-3535
35.928093,139.580612,西大宮青藍保育園,埼玉県さいたま市西区西大宮3-25-5,西区,認可保育所,私立,,80,048-729-6726
35.932251,139.606033,うぐす保育園日進,埼玉県さいたま市北区日進町2-1746-3,北区,認可保育所,私立,,60,048-661-0880
35.876572,139.632141,みずほ保育園与野新中里,埼玉県さいたま市中央区新中里3-14-6,中央区,認可保育所,私立,,90,048-851-3240
35.889038,139.638245,上木崎保育所,埼玉県さいたま市浦和区上木崎2-6-7,浦和区,認可保育所,私立,,90,048-823-7051
35.869408,139.647583,うらわポポロ保育園,埼玉県さいたま市浦和区常盤9-15-19,浦和区,認可保育所,私立,,80,048-711-5456
35.871548,139.64061,常盤たいよう保育園,埼玉県さいたま市浦和区常盤10-19-31,浦和区,認可保育所,私立,,90,048-814-3177
35.845749,139.642349,武蔵浦和クマさん保育所,埼玉県さいたま市南区鹿手袋5-4-5,南区,認可保育所,私立,,80,048-836-0011
35.84977,139.641678,ゆめの駅保育園,埼玉県さいたま市南区鹿手袋3-15-2,南区,認可保育所,私立,,90,048-711-2245
35.852634,139.641464,中浦和まりーな保育園,埼玉県さいたま市南区別所5-10-17,南区,認可保育所,私立,,80,048-836-0001
35.836563,139.653046,武蔵浦和ひなた保育園,埼玉県さいたま市南区白幡6-5-8,南区,認可保育所,私立,,120,048-767-3114
35.837814,139.643265,いちごの里保育園,埼玉県さいたま市南区曲本5-10-6,南区,認可保育所,私立,,50,048-711-7120
35.874863,139.689743,みらい保育園,埼玉県さいたま市緑区大間木2-25-26,緑区,認可保育所,私立,,100,048-873-3363
35.896591,139.727417,浦和みその保育園,埼玉県さいたま市緑区美園4-16-1,緑区,認可保育所,私立,,120,048-767-4465
35.891785,139.742294,美園リズム保育園,埼玉県さいたま市岩槻区釣上新田695,岩槻区,認可保育所,私立,,120,048-797-2966
35.951351,139.690964,おひさま保育園岩槻,埼玉県さいたま市岩槻区西町2-5-12,岩槻区,認可保育所,私立,,60,048-797-8807
35.931633,139.627975,大宮みちのこ保育園,埼玉県さいたま市北区植竹町2-69-6,北区,認可保育所,私立,,80,048-788-1878
35.895893,139.62056,桜花第二保育園,埼玉県さいたま市大宮区桜木町4-570-1,大宮区,認可保育所,私立,,90,048-782-5963
35.920277,139.616562,保育園ミルキーウェイ大成園,埼玉県さいたま市大宮区大成町3-280,大宮区,認可保育所,私立,,60,048-667-2340
35.903564,139.615158,大宮西口ひなた保育園,埼玉県さいたま市大宮区桜木町4-928-1,大宮区,認可保育所,私立,,90,048-644-9227
